JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,ORIGIN_OR_DESTINATION
5764.0,3384.0,2501.0,3687.0,9648.0,4767.0,9390.0,,2440.0,841.0,9367.0,5920.0, Italy
5969.0,6140.0,6734.0,7514.0,9608.0,5665.0,7693.0,6875.0,7876.0,3778.0,3146.0,7166.0, Thailand
7398.0,7420.0,9119.0,8772.0,2345.0,1086.0,7670.0,9380.0,2651.0,4706.0,9336.0,4905.0, Eritrea
6982.0,4370.0,7671.0,7186.0,8611.0,6431.0,4486.0,8757.0,9479.0,6429.0,7754.0,7317.0, Virgin Islands (U.S.)
5347.0,8496.0,8159.0,,3412.0,4297.0,,1074.0,4860.0,4358.0,1978.0,8962.0, Uganda
8801.0,3650.0,,5566.0,4362.0,2223.0,1093.0,8020.0,582.0,5958.0,7507.0,3793.0," Bonaire, Sint Eustatius and Saba"
4852.0,1166.0,297.0,40.0,5280.0,227.0,9139.0,9986.0,,82.0,4872.0,7045.0, Marshall Islands
2313.0,4865.0,2785.0,4697.0,5578.0,,5361.0,8403.0,9324.0,,3312.0,9719.0, Qatar
5836.0,9068.0,9421.0,8075.0,2665.0,4938.0,2480.0,4550.0,2500.0,6520.0,7363.0,7850.0, Morocco
4419.0,3183.0,5144.0,7560.0,9444.0,1775.0,8443.0,1454.0,7177.0,3883.0,2366.0,, Montserrat
9863.0,3827.0,9583.0,1001.0,309.0,3894.0,7780.0,,6207.0,6662.0,7277.0,, Benin
4506.0,6215.0,9001.0,8468.0,1079.0,4571.0,,4447.0,,275.0,1824.0,5955.0, Uruguay
2950.0,2860.0,8189.0,1189.0,6766.0,8463.0,1453.0,9994.0,5080.0,8845.0,2422.0,5530.0, Canada
8742.0,7574.0,3748.0,8890.0,1693.0,3461.0,5699.0,345.0,6533.0,8132.0,3853.0,606.0, Benin
6737.0,7156.0,,1606.0,3740.0,5242.0,,4089.0,2860.0,3401.0,2641.0,9277.0, Pakistan
8317.0,2697.0,6742.0,824.0,3211.0,7066.0,7409.0,7736.0,3123.0,9532.0,9117.0,, Bouvet Island
7179.0,1834.0,3068.0,335.0,7202.0,,,8179.0,4244.0,8574.0,5227.0,2427.0, Georgia
9760.0,5464.0,8350.0,6310.0,4695.0,7828.0,2718.0,9137.0,2949.0,2538.0,8766.0,5236.0, Belize
10.0,706.0,,3386.0,9540.0,6305.0,286.0,288.0,,4087.0,3189.0,4080.0, Madagascar
3629.0,1186.0,3361.0,3302.0,,1134.0,4842.0,4197.0,9454.0,1447.0,7.0,783.0, Mali
,1617.0,,9759.0,4496.0,3251.0,7005.0,5057.0,3808.0,1127.0,7585.0,3098.0, Bahrain
7135.0,3513.0,4273.0,4639.0,2978.0,6851.0,,8815.0,4534.0,5920.0,8172.0,9878.0," Taiwan, Province of China"
2886.0,8881.0,8229.0,8997.0,2363.0,7449.0,2780.0,6370.0,9538.0,4152.0,3072.0,4351.0, San Marino
7581.0,293.0,,1795.0,2746.0,795.0,5144.0,8353.0,8600.0,,8825.0,7160.0, Kenya
2881.0,9727.0,8854.0,1131.0,5481.0,6872.0,6839.0,5886.0,3434.0,6142.0,,7810.0, Antigua and Barbuda
2967.0,5379.0,9688.0,6967.0,4031.0,3722.0,2597.0,1220.0,9138.0,3281.0,5869.0,774.0, Equatorial Guinea
2991.0,3084.0,5989.0,,9367.0,5130.0,7137.0,8315.0,8210.0,5702.0,9071.0,1260.0, Angola
2104.0,2268.0,9162.0,7831.0,3054.0,7504.0,5664.0,2286.0,,,7343.0,3743.0, Mozambique
6871.0,7635.0,790.0,7688.0,5147.0,2711.0,1339.0,3296.0,,9366.0,7254.0,1626.0, Azerbaijan
9178.0,246.0,3059.0,8261.0,,,3512.0,7128.0,9352.0,6176.0,157.0,, Kazakhstan
9604.0,5093.0,,1743.0,8501.0,2463.0,1426.0,4697.0,2185.0,3492.0,1954.0,6768.0, Niue
3483.0,3222.0,,8292.0,9783.0,7066.0,1234.0,1975.0,7843.0,548.0,6142.0,4108.0, Burkina Faso
2301.0,8080.0,2246.0,9334.0,8718.0,1044.0,250.0,6723.0,4873.0,2104.0,815.0,4557.0, Saint Barthélemy
6923.0,7077.0,6099.0,566.0,755.0,9219.0,2280.0,7282.0,6112.0,5100.0,3037.0,2312.0, Isle of Man
9749.0,,,7862.0,1552.0,3603.0,1541.0,4414.0,4121.0,1502.0,4660.0,8166.0, Mayotte
2983.0,6669.0,7508.0,4357.0,,8079.0,5609.0,1069.0,2865.0,2914.0,5206.0,2635.0, Mauritania
4820.0,9899.0,5126.0,,2834.0,3496.0,,,5185.0,9834.0,6117.0,9524.0, Romania
4900.0,5259.0,4138.0,312.0,,,1393.0,1059.0,3987.0,771.0,3986.0,1551.0, Ireland
7736.0,9854.0,8235.0,1652.0,8593.0,5142.0,8023.0,1080.0,7531.0,7740.0,5040.0,8752.0, Costa Rica
8647.0,3857.0,1043.0,5828.0,814.0,,4687.0,2468.0,,3191.0,,3801.0, Italy
4975.0,7139.0,184.0,9921.0,971.0,,,8416.0,6985.0,1865.0,374.0,6384.0, South Sudan
2340.0,2870.0,2409.0,7760.0,201.0,,,8237.0,7575.0,7703.0,891.0,8348.0, Faroe Islands
3365.0,6668.0,1032.0,7036.0,7020.0,6924.0,7007.0,1498.0,6727.0,6716.0,5181.0,8691.0, Turkey
,,,58.0,4850.0,7140.0,4323.0,8106.0,1100.0,8935.0,9399.0,4153.0, Benin
5068.0,3701.0,1194.0,5484.0,9824.0,,6827.0,6132.0,6955.0,4572.0,826.0,8672.0, South Georgia and the South Sandwich Islands
101.0,7444.0,9764.0,,255.0,2028.0,301.0,9533.0,9460.0,307.0,2155.0,6530.0, Cyprus
745.0,6592.0,1583.0,9111.0,7837.0,4877.0,1989.0,,9002.0,6364.0,4602.0,9158.0, Isle of Man
,434.0,,7163.0,1750.0,6098.0,1064.0,1967.0,3508.0,2072.0,6355.0,7225.0, Russian Federation
8887.0,8150.0,1900.0,3005.0,6535.0,,5777.0,,9800.0,6441.0,6825.0,4408.0, Georgia
7775.0,2538.0,9320.0,1710.0,7238.0,6276.0,3448.0,6985.0,2326.0,,5587.0,3454.0, Slovenia
8292.0,,8921.0,,4865.0,7779.0,7021.0,2805.0,7276.0,8620.0,5754.0,8617.0, Brunei Darussalam
7166.0,8135.0,2443.0,4925.0,,4481.0,4329.0,8157.0,5768.0,893.0,7981.0,205.0, Marshall Islands
6613.0,6631.0,2246.0,1642.0,1054.0,1508.0,4722.0,4220.0,,,2722.0,2173.0, Martinique
2457.0,2818.0,501.0,2974.0,6508.0,9219.0,6766.0,156.0,5095.0,2230.0,1132.0,2000.0, Ukraine
1550.0,6752.0,2859.0,4243.0,,7115.0,9271.0,6033.0,1930.0,833.0,3110.0,3233.0, Nigeria
2271.0,5038.0,5219.0,8627.0,7178.0,518.0,7834.0,7165.0,8624.0,9384.0,3394.0,1872.0, Namibia
4647.0,1147.0,2687.0,262.0,6637.0,5608.0,5543.0,2927.0,9102.0,5837.0,5664.0,4908.0, Indonesia
1165.0,1108.0,7142.0,3931.0,8506.0,187.0,657.0,2878.0,5535.0,3779.0,4969.0,8549.0, Kiribati
2253.0,6310.0,4381.0,8934.0,4848.0,2822.0,7813.0,6332.0,5119.0,529.0,8731.0,6887.0, Brunei Darussalam
,8527.0,6606.0,,1433.0,4577.0,,4121.0,,1161.0,4329.0,4001.0, Angola
,4665.0,2162.0,8996.0,8357.0,,8805.0,457.0,9646.0,7423.0,2532.0,6891.0, South Georgia and the South Sandwich Islands
4354.0,7793.0,9663.0,8986.0,3981.0,2854.0,7349.0,9766.0,6987.0,9535.0,2758.0,, Hong Kong
9991.0,9265.0,6201.0,9772.0,5849.0,4232.0,2298.0,6947.0,,783.0,8071.0,3102.0, Micronesia (Federated States of)
,1993.0,7436.0,7748.0,6709.0,7747.0,1247.0,4256.0,1236.0,2021.0,,3143.0, Mauritius
9384.0,1375.0,,560.0,1372.0,3900.0,3775.0,3560.0,,1999.0,7190.0,7487.0, Iran (Islamic Republic of)
4425.0,4462.0,8083.0,8591.0,,2598.0,,9352.0,6368.0,3581.0,7202.0,4076.0, Malawi
6071.0,,2181.0,3089.0,985.0,7789.0,6897.0,4091.0,3779.0,5600.0,8342.0,4771.0, Qatar
,7259.0,4638.0,3400.0,6357.0,4586.0,8942.0,6796.0,,6550.0,3218.0,8494.0, Martinique
3835.0,9708.0,3969.0,5896.0,8067.0,9672.0,,5215.0,2535.0,5032.0,2769.0,764.0, Guam
5755.0,2301.0,9940.0,7268.0,6806.0,,9182.0,1096.0,9900.0,7213.0,4481.0,, Gibraltar
521.0,,9943.0,8.0,105.0,71.0,,8072.0,7101.0,4800.0,7126.0,7675.0, Jersey
2027.0,6353.0,6646.0,2608.0,8403.0,5559.0,2766.0,5935.0,1795.0,8102.0,971.0,8514.0, Saudi Arabia
5173.0,9398.0,6175.0,5053.0,4390.0,620.0,8578.0,2389.0,616.0,2691.0,3811.0,5418.0, Latvia
5685.0,6133.0,2009.0,4453.0,6266.0,3152.0,5191.0,9557.0,7171.0,9894.0,965.0,4038.0, Montserrat
1672.0,1260.0,5284.0,5838.0,3260.0,1629.0,,,5217.0,4362.0,3876.0,840.0, Réunion
3135.0,,9350.0,7942.0,,2213.0,6826.0,3584.0,8668.0,8459.0,3081.0,6704.0, Eritrea
6067.0,3966.0,1151.0,9811.0,4206.0,8736.0,5089.0,3986.0,1383.0,,278.0,6900.0, Aruba
8226.0,4788.0,3920.0,678.0,8540.0,6261.0,169.0,,444.0,,1208.0,2939.0, Cyprus
,2902.0,6033.0,3462.0,4008.0,2334.0,817.0,507.0,4177.0,6632.0,5381.0,1881.0, Åland Islands
98.0,8200.0,7219.0,2710.0,4608.0,4735.0,7584.0,,5238.0,369.0,9976.0,3934.0, Azerbaijan
733.0,8009.0,6539.0,6547.0,9749.0,1537.0,3724.0,,129.0,9978.0,8627.0,4764.0, Belize
7739.0,6042.0,2522.0,8904.0,96.0,,,6195.0,4409.0,269.0,8029.0,3231.0, Kyrgyzstan
7616.0,8186.0,510.0,9543.0,8737.0,8684.0,4951.0,4248.0,8405.0,5160.0,6607.0,1711.0, Peru
,8271.0,162.0,1628.0,5553.0,7524.0,5440.0,5032.0,1280.0,,9127.0,7664.0, Saint Pierre and Miquelon
2773.0,7661.0,9137.0,4037.0,5094.0,1386.0,8280.0,2049.0,1885.0,8182.0,5333.0,1943.0, Venezuela (Bolivarian Republic of)
3090.0,8024.0,7895.0,3804.0,3798.0,,,5004.0,,7593.0,,6601.0, South Africa
3897.0,542.0,9496.0,9453.0,5566.0,,3081.0,6435.0,8594.0,2857.0,8589.0,4344.0, United States Minor Outlying Islands
,1337.0,1179.0,1559.0,2827.0,5807.0,226.0,,2025.0,644.0,5088.0,2560.0, Marshall Islands
9551.0,,,2618.0,3761.0,1344.0,7576.0,7853.0,4440.0,7629.0,,6998.0, Comoros
641.0,2538.0,5955.0,9357.0,2986.0,7377.0,182.0,5691.0,6601.0,4269.0,,, Cayman Islands
9689.0,5006.0,194.0,4613.0,,7638.0,,1984.0,5612.0,8688.0,9403.0,3343.0," Tanzania, United Republic of"
4343.0,9246.0,6199.0,5464.0,1038.0,2187.0,7660.0,,3620.0,8288.0,7780.0,5868.0, Guinea
4264.0,,2677.0,9835.0,8545.0,6306.0,2517.0,430.0,9241.0,,5209.0,9262.0, Somalia
4500.0,251.0,9633.0,614.0,4789.0,4525.0,2071.0,2577.0,7197.0,,2760.0,6939.0, Sweden
6466.0,2765.0,7119.0,1936.0,8881.0,1946.0,2754.0,3417.0,,6544.0,8487.0,8906.0, Tonga
8093.0,,3192.0,9467.0,5885.0,7570.0,9743.0,7480.0,9015.0,5838.0,7069.0,9692.0, Bangladesh
7566.0,8183.0,1309.0,228.0,8537.0,2814.0,8835.0,3130.0,,954.0,2917.0,234.0, Peru
7571.0,5898.0,6574.0,6415.0,7181.0,274.0,,9654.0,1493.0,6473.0,4452.0,5130.0, British Indian Ocean Territory
7393.0,702.0,760.0,4978.0,7968.0,3310.0,,2296.0,9495.0,3835.0,,1969.0, Iran (Islamic Republic of)
2069.0,910.0,6476.0,5242.0,584.0,2946.0,6801.0,2495.0,2957.0,2969.0,9434.0,, American Samoa
789.0,37.0,153.0,1260.0,2962.0,7268.0,3472.0,6172.0,1651.0,6745.0,5191.0,7425.0, Luxembourg
,,7347.0,8708.0,579.0,8806.0,8217.0,2472.0,6828.0,1910.0,496.0,7989.0, Equatorial Guinea
4821.0,1738.0,3552.0,62.0,4580.0,8468.0,8183.0,5212.0,1989.0,3666.0,4005.0,7452.0, Åland Islands
68.0,9566.0,8222.0,8326.0,,430.0,652.0,8806.0,2493.0,8180.0,8715.0,1093.0, Norway
1938.0,4054.0,,7528.0,272.0,2964.0,9264.0,6690.0,183.0,6303.0,2269.0,490.0, Iceland
,5692.0,8978.0,6931.0,2704.0,3584.0,2777.0,2724.0,2350.0,9241.0,9638.0,1140.0, Equatorial Guinea
8285.0,240.0,4397.0,1028.0,7322.0,24.0,,5983.0,3604.0,3148.0,1013.0,4182.0, French Southern Territories
441.0,,,9057.0,2260.0,9103.0,7247.0,478.0,,457.0,9980.0,4231.0, Latvia
635.0,2470.0,7922.0,7831.0,573.0,5835.0,8754.0,5058.0,574.0,7560.0,8145.0,940.0, Oman
8180.0,295.0,5534.0,,7906.0,8474.0,3725.0,,,3646.0,565.0,1336.0, Guernsey
2159.0,3551.0,5162.0,9678.0,5022.0,1799.0,6225.0,5313.0,6006.0,4379.0,6283.0,3369.0, Jersey
7137.0,,1440.0,3303.0,288.0,9680.0,6966.0,6308.0,3369.0,235.0,7023.0,3105.0," Congo, Democratic Republic of the"
8316.0,8119.0,5383.0,7235.0,2096.0,3860.0,5948.0,9640.0,5330.0,665.0,4074.0,4339.0, Guatemala
9731.0,839.0,9683.0,9625.0,1192.0,3058.0,8089.0,198.0,8310.0,8624.0,7248.0,5467.0, Jersey
9036.0,4078.0,5421.0,2234.0,1999.0,1415.0,4958.0,2060.0,9796.0,9453.0,5208.0,4564.0, Romania
6224.0,5550.0,4048.0,4737.0,5217.0,6206.0,1861.0,681.0,9061.0,8074.0,3465.0,9120.0," Moldova, Republic of"
788.0,6839.0,933.0,2523.0,6563.0,9201.0,7127.0,1611.0,2329.0,214.0,,4890.0, Honduras
3686.0,8878.0,1794.0,3464.0,9289.0,138.0,9028.0,1766.0,6431.0,7126.0,4827.0,4150.0, Gambia
1145.0,4032.0,7987.0,4222.0,5450.0,9053.0,9482.0,8254.0,11.0,4371.0,4936.0,1111.0, Antarctica
2896.0,3567.0,7339.0,6127.0,5239.0,4602.0,5787.0,,4800.0,6758.0,6536.0,5306.0, Paraguay
2751.0,5530.0,5646.0,6147.0,,5603.0,7518.0,5112.0,2895.0,3625.0,520.0,6234.0, Maldives
9611.0,4745.0,8334.0,8383.0,,,,,1020.0,319.0,985.0,1007.0, Tokelau
5700.0,4112.0,6976.0,5358.0,3080.0,4439.0,7326.0,9163.0,9367.0,4038.0,406.0,206.0, Nicaragua
7753.0,8622.0,1539.0,4511.0,9668.0,3928.0,2325.0,5137.0,,6036.0,7735.0,6883.0, Austria
6466.0,,8871.0,8339.0,8181.0,8644.0,4049.0,8613.0,291.0,911.0,5312.0,8597.0, Martinique
3153.0,8972.0,3070.0,1779.0,6589.0,6530.0,5314.0,6719.0,842.0,4450.0,2634.0,8686.0, Eswatini
1987.0,3228.0,7411.0,2594.0,8208.0,4853.0,,,7842.0,5122.0,3276.0,4791.0, Thailand
5349.0,4679.0,4618.0,7795.0,9899.0,8784.0,6304.0,7559.0,,3551.0,4828.0,1359.0, Kenya
3235.0,5477.0,7218.0,414.0,3348.0,5301.0,,7090.0,3570.0,8201.0,6692.0,7184.0, Ireland
7965.0,3827.0,2622.0,2149.0,7021.0,6279.0,6598.0,1642.0,2841.0,6534.0,8452.0,6652.0, Hong Kong
1773.0,1707.0,2721.0,7486.0,1423.0,6039.0,3526.0,2234.0,8758.0,5624.0,1662.0,4363.0, Azerbaijan
6511.0,7961.0,7252.0,3202.0,331.0,,,7066.0,9347.0,7753.0,7622.0,1709.0, Luxembourg
7516.0,3643.0,5316.0,3610.0,3336.0,3916.0,864.0,2331.0,,1518.0,2209.0,5866.0, Brunei Darussalam
8083.0,2046.0,4183.0,4979.0,8517.0,3021.0,71.0,549.0,483.0,8565.0,4979.0,1942.0, Bermuda
,8521.0,4392.0,1398.0,5331.0,7185.0,2534.0,1888.0,4144.0,9062.0,6671.0,1672.0, Macao
5857.0,2094.0,,1990.0,1268.0,1877.0,2944.0,,,,,6715.0, Lithuania
4910.0,2743.0,5850.0,4388.0,9781.0,784.0,2056.0,6350.0,213.0,8466.0,,4709.0, Gambia
8838.0,7234.0,5857.0,120.0,9683.0,4218.0,8937.0,5571.0,3588.0,6381.0,9985.0,5391.0, Thailand
1828.0,4859.0,7132.0,8056.0,3697.0,4423.0,3525.0,1242.0,9515.0,2283.0,754.0,6537.0, Dominica
8801.0,9603.0,3337.0,9190.0,6792.0,703.0,639.0,9379.0,2813.0,4186.0,5989.0,5710.0, Qatar
9543.0,6562.0,9945.0,651.0,4067.0,7858.0,3742.0,4629.0,1955.0,6306.0,5983.0,9560.0, Nigeria
,3226.0,5756.0,6485.0,6690.0,,3381.0,9512.0,1222.0,,7410.0,467.0, Algeria
5910.0,5481.0,,8127.0,537.0,7220.0,1361.0,8466.0,5179.0,4912.0,9481.0,, Spain
1949.0,8273.0,2534.0,,649.0,6868.0,3442.0,9960.0,8383.0,7891.0,7427.0,3450.0, Italy
,,8908.0,6711.0,7898.0,4069.0,2383.0,1256.0,3539.0,8148.0,9459.0,9701.0, Spain
155.0,7116.0,3235.0,1324.0,6573.0,5613.0,681.0,8740.0,7427.0,2020.0,9956.0,203.0, United Arab Emirates
,5426.0,6836.0,7192.0,1941.0,8913.0,,8051.0,3878.0,,1402.0,5505.0, Kazakhstan
2087.0,7677.0,9519.0,2892.0,9871.0,78.0,694.0,3529.0,1538.0,5607.0,9445.0,6644.0, Finland
3210.0,214.0,4563.0,734.0,985.0,8093.0,977.0,,9543.0,3300.0,6428.0,9290.0, Greenland
2210.0,5043.0,4993.0,8170.0,8178.0,6881.0,2487.0,3997.0,1343.0,3175.0,,4825.0, Nepal
2610.0,2675.0,8205.0,5411.0,5441.0,5220.0,2336.0,,5481.0,5649.0,9542.0,4542.0, Curaçao
9570.0,8870.0,7614.0,4183.0,7540.0,498.0,454.0,2365.0,3981.0,1116.0,3047.0,6492.0, Montserrat
2887.0,1551.0,3455.0,343.0,4296.0,5116.0,9426.0,2588.0,2961.0,9228.0,2722.0,2348.0, Cayman Islands
,3448.0,2241.0,9715.0,2351.0,6502.0,1106.0,9257.0,3496.0,5347.0,9667.0,2538.0, Falkland Islands (Malvinas)
9928.0,9338.0,5979.0,5775.0,7029.0,1892.0,8252.0,5041.0,6678.0,,4914.0,4405.0, Cameroon
5204.0,3743.0,2135.0,7252.0,777.0,6135.0,326.0,8317.0,2254.0,4044.0,4270.0,1144.0, Iran (Islamic Republic of)
2099.0,9785.0,4838.0,3666.0,171.0,2670.0,9731.0,3904.0,9647.0,6925.0,5124.0,3049.0, American Samoa
,5548.0,,283.0,7840.0,4897.0,3017.0,3606.0,4657.0,6346.0,6926.0,3861.0, Indonesia
6870.0,9032.0,3397.0,1726.0,5261.0,7026.0,5664.0,9025.0,6345.0,3328.0,7676.0,5606.0, British Indian Ocean Territory
,5214.0,7782.0,5263.0,2264.0,7040.0,2366.0,8309.0,4565.0,4284.0,7233.0,, Luxembourg
