JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,ORIGIN_OR_DESTINATION
2929.0,,4239.0,3131.0,7708.0,8010.0,1572.0,7548.0,916.0,191.0,,5812.0, Eswatini
40.0,7950.0,9990.0,,7111.0,2462.0,8282.0,7543.0,7552.0,,9541.0,5401.0, Austria
,4726.0,7148.0,2738.0,9536.0,642.0,7856.0,7043.0,8228.0,6789.0,5311.0,2212.0, Timor-Leste
520.0,6140.0,6809.0,5801.0,9265.0,3234.0,5373.0,1628.0,5635.0,3388.0,5017.0,7140.0, Saint Vincent and the Grenadines
6337.0,2475.0,6008.0,1387.0,2461.0,9440.0,2405.0,2147.0,8193.0,4907.0,8650.0,3241.0, Suriname
3429.0,2479.0,310.0,1936.0,,7232.0,716.0,7041.0,6836.0,9051.0,3806.0,9242.0, Mongolia
2570.0,8328.0,2255.0,9036.0,8043.0,5165.0,8826.0,2377.0,8963.0,8603.0,7085.0,7423.0, Saint Kitts and Nevis
850.0,2638.0,3328.0,8.0,4487.0,3298.0,6042.0,9153.0,4821.0,6095.0,775.0,2203.0, Rwanda
3607.0,2938.0,,6568.0,9148.0,,7670.0,4066.0,,7266.0,3774.0,4068.0, Virgin Islands (British)
2007.0,7127.0,8690.0,8582.0,4349.0,,4234.0,18.0,33.0,2263.0,5512.0,6276.0, Sao Tome and Principe
5824.0,4520.0,759.0,1343.0,2051.0,4619.0,,1218.0,7895.0,1123.0,,1640.0, Guernsey
827.0,9059.0,370.0,,,7851.0,4863.0,2521.0,6097.0,4702.0,5852.0,1451.0, Haiti
7490.0,7860.0,7035.0,8381.0,4702.0,7193.0,2251.0,9636.0,,9040.0,4785.0,7939.0, Svalbard and Jan Mayen
9510.0,6428.0,6547.0,5008.0,7835.0,,9521.0,1436.0,4209.0,2080.0,2779.0,3797.0, Mali
7442.0,4819.0,4724.0,5466.0,3556.0,6849.0,5937.0,3182.0,686.0,9848.0,,2648.0, Mauritania
573.0,,,1800.0,1404.0,8653.0,8574.0,7154.0,8346.0,,318.0,2669.0, Tokelau
9291.0,4853.0,7045.0,8063.0,5658.0,2841.0,9415.0,4163.0,7758.0,5904.0,4851.0,3908.0, Mongolia
,6720.0,2133.0,3440.0,6613.0,3482.0,1553.0,459.0,3920.0,7934.0,1318.0,8420.0, Netherlands
6441.0,8892.0,2425.0,9870.0,3127.0,1371.0,,9407.0,3537.0,7114.0,6503.0,4862.0, Algeria
3483.0,7336.0,3991.0,8719.0,7257.0,7037.0,8858.0,1329.0,4579.0,8964.0,6099.0,5231.0, Tonga
9711.0,5406.0,,8409.0,626.0,5747.0,2655.0,5555.0,635.0,5513.0,7022.0,1088.0, Greece
9868.0,7790.0,7902.0,,3481.0,9110.0,6255.0,4883.0,9997.0,7604.0,8687.0,4266.0, Kenya
1198.0,8378.0,7639.0,8752.0,9937.0,6323.0,8384.0,2128.0,,9673.0,706.0,5215.0, Spain
4214.0,2464.0,2704.0,7842.0,7331.0,4791.0,162.0,6531.0,8354.0,2130.0,8790.0,9280.0, Lebanon
4358.0,5110.0,1070.0,5484.0,7398.0,3697.0,9575.0,4964.0,6413.0,3606.0,1542.0,4632.0, Bermuda
833.0,1952.0,222.0,6273.0,,1293.0,2402.0,7271.0,8535.0,7153.0,,, Burkina Faso
,7376.0,5036.0,542.0,5693.0,5087.0,2726.0,1174.0,,998.0,5330.0,1705.0, Australia
9084.0,386.0,3253.0,204.0,551.0,1496.0,392.0,2939.0,1675.0,1564.0,4296.0,4643.0, Seychelles
7389.0,2013.0,3514.0,1047.0,2472.0,8515.0,4853.0,6172.0,2792.0,7790.0,6098.0,9725.0, Libya
2180.0,2041.0,7607.0,7592.0,2437.0,,6952.0,5638.0,5792.0,4328.0,74.0,5651.0, Germany
3890.0,,586.0,9890.0,,9631.0,7072.0,4235.0,4755.0,8913.0,7817.0,9329.0," Palestine, State of"
8981.0,5759.0,1670.0,2232.0,1618.0,,1988.0,8614.0,682.0,9132.0,2585.0,, Senegal
3280.0,4888.0,5157.0,3809.0,3718.0,7015.0,8662.0,7152.0,5827.0,2796.0,,1843.0, Benin
8730.0,123.0,5032.0,4263.0,9937.0,5482.0,8931.0,3509.0,445.0,6226.0,9659.0,7213.0, Réunion
5065.0,1226.0,3126.0,4959.0,4829.0,3090.0,8652.0,5644.0,6304.0,,6197.0,, Andorra
5217.0,2971.0,9850.0,644.0,5057.0,1610.0,1717.0,5293.0,4366.0,1407.0,556.0,5251.0, Chile
8451.0,4721.0,122.0,1962.0,6512.0,,2910.0,7886.0,4220.0,3783.0,4615.0,1461.0, Saint Pierre and Miquelon
4025.0,114.0,3464.0,936.0,5850.0,58.0,2878.0,9426.0,3955.0,458.0,4899.0,6041.0, Mayotte
4503.0,,1994.0,6347.0,,723.0,1855.0,2961.0,8887.0,7038.0,902.0,685.0," Congo, Democratic Republic of the"
1435.0,6534.0,2120.0,1322.0,9913.0,7799.0,69.0,6426.0,8442.0,3556.0,2722.0,, Senegal
,6054.0,3682.0,514.0,4249.0,4139.0,1512.0,467.0,7451.0,2180.0,1665.0,4243.0, Guinea-Bissau
898.0,,8232.0,6700.0,4104.0,5030.0,6519.0,3934.0,1965.0,1026.0,7169.0,85.0, Poland
326.0,1221.0,9613.0,,829.0,1154.0,,7284.0,2020.0,807.0,,, Latvia
5921.0,8635.0,9437.0,3497.0,6445.0,2321.0,4098.0,2566.0,1087.0,8005.0,3764.0,2913.0, Belarus
3095.0,,4149.0,7509.0,7954.0,,3094.0,1244.0,7816.0,2096.0,3667.0,158.0, Eswatini
5440.0,7617.0,3193.0,2494.0,2687.0,798.0,71.0,7917.0,9503.0,2927.0,2915.0,7670.0, Antigua and Barbuda
548.0,1141.0,9612.0,2645.0,7135.0,8719.0,2035.0,9903.0,9875.0,5393.0,,3492.0, Tokelau
,9736.0,1657.0,7684.0,7719.0,302.0,4708.0,6186.0,9495.0,1494.0,3210.0,, Kiribati
6396.0,1339.0,6631.0,5810.0,6948.0,9761.0,6062.0,463.0,8965.0,1626.0,584.0,6918.0, United Arab Emirates
6078.0,4278.0,5270.0,5921.0,3359.0,3455.0,4623.0,1695.0,2009.0,8925.0,8269.0,3483.0, China
5168.0,6385.0,7966.0,7734.0,4645.0,6425.0,3342.0,5705.0,,2640.0,6590.0,5854.0, Chad
7759.0,6156.0,6115.0,8052.0,2565.0,4430.0,7019.0,2316.0,186.0,8464.0,1607.0,4766.0, Dominican Republic
6049.0,4569.0,9490.0,6615.0,9973.0,8161.0,7964.0,9368.0,,851.0,4353.0,7531.0, Guadeloupe
7282.0,,9528.0,4662.0,4029.0,5389.0,1569.0,6494.0,7647.0,4871.0,8348.0,457.0, Mauritania
,8087.0,7661.0,8385.0,8405.0,8054.0,415.0,6895.0,5126.0,8231.0,5220.0,3605.0, Azerbaijan
1946.0,,7025.0,4150.0,3520.0,121.0,5952.0,5783.0,7914.0,6019.0,3499.0,, Lebanon
4188.0,5661.0,,8481.0,3308.0,8632.0,5880.0,8642.0,5539.0,1455.0,2598.0,5216.0, Syrian Arab Republic
8544.0,,2200.0,6506.0,4735.0,2003.0,3490.0,9350.0,5342.0,5888.0,2428.0,, Mayotte
3448.0,4686.0,,4277.0,,7245.0,3827.0,5029.0,,9035.0,1046.0,4927.0, Costa Rica
291.0,2492.0,9601.0,4217.0,3378.0,5095.0,8070.0,6580.0,1297.0,8078.0,9438.0,, Solomon Islands
6957.0,7367.0,4645.0,3241.0,1827.0,892.0,8472.0,6955.0,9439.0,946.0,8866.0,4016.0, Costa Rica
7535.0,4199.0,7567.0,9724.0,2899.0,5171.0,4149.0,7477.0,120.0,2051.0,9229.0,6598.0, Macao
8890.0,6877.0,3934.0,1084.0,207.0,7912.0,6068.0,1973.0,,2956.0,296.0,6820.0, Cuba
7563.0,7447.0,2120.0,5763.0,2221.0,5539.0,7616.0,254.0,691.0,6127.0,7654.0,340.0, Cambodia
,9699.0,,8118.0,6310.0,5857.0,740.0,2784.0,6240.0,1591.0,9733.0,8806.0, Guernsey
3910.0,3742.0,8940.0,6506.0,,1425.0,7183.0,7149.0,,,5046.0,6384.0, Macao
6399.0,,3456.0,,6802.0,1796.0,7035.0,3333.0,6529.0,7468.0,6464.0,705.0, Honduras
57.0,5627.0,3873.0,2533.0,559.0,,9151.0,6939.0,3164.0,785.0,3595.0,, Viet Nam
1675.0,3651.0,2022.0,7641.0,6464.0,7275.0,6295.0,3975.0,1906.0,7571.0,,, Nauru
6183.0,7325.0,834.0,6369.0,,2268.0,4368.0,4733.0,9251.0,839.0,6611.0,6753.0, Rwanda
828.0,1442.0,43.0,5729.0,3606.0,9599.0,1771.0,5197.0,6931.0,3312.0,5028.0,, Turks and Caicos Islands
4886.0,9973.0,4646.0,9058.0,746.0,5669.0,687.0,2570.0,2468.0,286.0,374.0,7555.0, Korea (Democratic People's Republic of)
6085.0,5958.0,8493.0,1400.0,2013.0,2763.0,196.0,6855.0,5203.0,2703.0,306.0,, Turks and Caicos Islands
7347.0,,8593.0,182.0,7464.0,4618.0,9699.0,6609.0,7505.0,8624.0,,, Bahamas
9392.0,3365.0,1232.0,654.0,7542.0,6701.0,4358.0,2493.0,8989.0,8369.0,4561.0,9931.0, Bouvet Island
2277.0,658.0,,7157.0,2842.0,,8125.0,8842.0,4459.0,6614.0,,, Mauritius
6594.0,3052.0,9422.0,6375.0,3617.0,7770.0,368.0,1753.0,1666.0,6388.0,320.0,946.0, Spain
5244.0,4772.0,833.0,,6134.0,,277.0,2177.0,1507.0,8263.0,653.0,6913.0, Ghana
1247.0,2814.0,9655.0,,6708.0,4728.0,,8133.0,,9742.0,3122.0,5827.0, Timor-Leste
9543.0,7634.0,6869.0,7235.0,957.0,9889.0,9494.0,413.0,3283.0,4496.0,3252.0,2441.0, Portugal
6845.0,1544.0,1043.0,9725.0,4439.0,6926.0,5418.0,6821.0,2400.0,8594.0,,4286.0, Saudi Arabia
8365.0,7428.0,6162.0,1196.0,6470.0,4584.0,8916.0,918.0,5447.0,2539.0,8382.0,1395.0, Martinique
996.0,,1686.0,5870.0,2669.0,3065.0,7110.0,,3163.0,4194.0,,3561.0, Liechtenstein
5044.0,3273.0,2420.0,475.0,35.0,,,7188.0,9355.0,7884.0,2515.0,4976.0, Uganda
3642.0,7875.0,9063.0,7696.0,7153.0,2747.0,9735.0,3641.0,720.0,6178.0,6726.0,9919.0, Sri Lanka
1728.0,1565.0,4452.0,4819.0,5045.0,1228.0,7033.0,3059.0,27.0,3192.0,6873.0,8386.0, Malaysia
,2093.0,8176.0,,8807.0,7873.0,7859.0,1767.0,5117.0,7484.0,7329.0,8732.0, Christmas Island
6346.0,7402.0,8698.0,1751.0,1476.0,4369.0,8690.0,7859.0,2542.0,,4588.0,9211.0, Denmark
4870.0,7565.0,6999.0,4516.0,7186.0,4733.0,598.0,6000.0,6773.0,4405.0,,6046.0, Seychelles
,5736.0,5044.0,9335.0,609.0,2687.0,2694.0,502.0,623.0,3321.0,3871.0,9990.0, Portugal
5413.0,9104.0,2809.0,5480.0,90.0,1673.0,9752.0,,2562.0,7060.0,1382.0,4137.0, Åland Islands
7753.0,6338.0,7237.0,4742.0,2602.0,4550.0,6720.0,9670.0,2660.0,7369.0,,4419.0, Hungary
6404.0,110.0,5421.0,3419.0,3195.0,5961.0,854.0,5654.0,7308.0,6546.0,8506.0,3563.0, Egypt
1948.0,5458.0,2088.0,1649.0,8660.0,5039.0,7044.0,4201.0,317.0,1706.0,2818.0,3660.0, Russian Federation
4367.0,3248.0,583.0,2632.0,7092.0,1506.0,2839.0,2729.0,1205.0,2282.0,7838.0,6056.0, Croatia
3554.0,1140.0,1799.0,4913.0,,5956.0,329.0,7182.0,2740.0,409.0,3110.0,9660.0, Indonesia
,6726.0,8835.0,,9349.0,2106.0,7817.0,2855.0,,5913.0,8030.0,6109.0, Zambia
1768.0,9022.0,6881.0,5236.0,1126.0,5043.0,,4362.0,,3224.0,1109.0,8324.0, Zambia
1667.0,,2183.0,7369.0,5254.0,5565.0,6628.0,785.0,4809.0,4377.0,,9176.0, Albania
9103.0,6327.0,1324.0,967.0,9192.0,127.0,7445.0,,3499.0,7583.0,4702.0,8158.0, Mexico
9349.0,9791.0,9574.0,8256.0,205.0,3672.0,9912.0,6106.0,3733.0,9393.0,8150.0,7044.0, Australia
5462.0,4459.0,9244.0,4230.0,,6776.0,7716.0,2811.0,2813.0,5090.0,8939.0,1885.0, New Zealand
8134.0,1084.0,6350.0,717.0,472.0,4919.0,6812.0,3474.0,1167.0,1716.0,7682.0,2656.0, Croatia
3983.0,5251.0,8979.0,562.0,2219.0,4958.0,,3743.0,507.0,4455.0,,1407.0, Finland
5162.0,8728.0,2948.0,2689.0,2631.0,5088.0,,1009.0,2664.0,6467.0,6456.0,, Micronesia (Federated States of)
8653.0,2764.0,,3866.0,8393.0,2649.0,7405.0,2426.0,7118.0,8557.0,500.0,, Gibraltar
64.0,9202.0,8412.0,3274.0,4905.0,5817.0,861.0,9990.0,2633.0,808.0,6751.0,4775.0, Georgia
1161.0,1694.0,6963.0,4607.0,9485.0,,2566.0,6312.0,5786.0,4355.0,3334.0,1515.0, Guernsey
2857.0,8037.0,9400.0,3120.0,42.0,4826.0,5146.0,,7111.0,1390.0,171.0,2799.0, Greece
4142.0,5365.0,8514.0,123.0,2836.0,5423.0,3411.0,8492.0,2376.0,4601.0,6385.0,1826.0, Venezuela (Bolivarian Republic of)
2126.0,4467.0,1780.0,3046.0,7750.0,8292.0,4888.0,5595.0,,5246.0,598.0,358.0, Puerto Rico
5584.0,9660.0,1968.0,4453.0,6468.0,3211.0,4012.0,3146.0,7295.0,2424.0,8325.0,2880.0, Colombia
2516.0,2096.0,2670.0,7995.0,9807.0,,6915.0,2139.0,,3093.0,2288.0,350.0, Virgin Islands (British)
8448.0,594.0,6843.0,4665.0,5493.0,5473.0,5618.0,,4472.0,9522.0,1192.0,6576.0, Greece
4755.0,3895.0,8536.0,4112.0,6846.0,5733.0,,4964.0,5115.0,,385.0,9419.0, Brunei Darussalam
,8914.0,3633.0,6701.0,7560.0,43.0,9862.0,6258.0,6680.0,9300.0,,3047.0, Yemen
17.0,,3277.0,5390.0,5889.0,4080.0,8380.0,2393.0,1543.0,5714.0,9254.0,1644.0, Belgium
8111.0,6634.0,,8396.0,7455.0,5568.0,9481.0,9741.0,6024.0,2276.0,3460.0,9696.0, Monaco
3090.0,8835.0,2019.0,3590.0,5256.0,1186.0,7783.0,699.0,4120.0,4756.0,5841.0,," Congo, Democratic Republic of the"
6263.0,4983.0,4751.0,7352.0,7347.0,8451.0,6697.0,1298.0,4104.0,7214.0,7297.0,5400.0, Mongolia
6149.0,1456.0,1243.0,7267.0,3840.0,1970.0,3935.0,9903.0,8265.0,6667.0,7743.0,7422.0, Northern Mariana Islands
6741.0,,,9940.0,2340.0,3731.0,5908.0,7106.0,3907.0,7857.0,3956.0,1862.0, Canada
1364.0,3722.0,6731.0,3302.0,,409.0,7600.0,9342.0,7564.0,6449.0,9799.0,, Antarctica
2581.0,1232.0,114.0,9898.0,9556.0,2418.0,6523.0,5595.0,5203.0,2470.0,707.0,4566.0, Switzerland
4012.0,,8369.0,5169.0,6375.0,9860.0,4696.0,3389.0,9270.0,491.0,822.0,7457.0, Indonesia
7997.0,7556.0,7462.0,1318.0,8447.0,9136.0,823.0,5704.0,2961.0,7894.0,7361.0,4878.0, Sri Lanka
3801.0,1634.0,1946.0,3173.0,6090.0,1218.0,4861.0,1838.0,3540.0,1524.0,2154.0,3968.0, Cameroon
9006.0,6446.0,,4616.0,1596.0,,920.0,6535.0,7632.0,9307.0,7577.0,4051.0, French Polynesia
1608.0,4096.0,,5899.0,8709.0,8507.0,2071.0,6215.0,,,471.0,997.0, Azerbaijan
6752.0,3239.0,7413.0,4170.0,3791.0,1258.0,1007.0,2598.0,6333.0,8003.0,9671.0,9377.0, Latvia
9709.0,7790.0,3425.0,,7955.0,7557.0,4993.0,3230.0,2876.0,6896.0,2357.0,6139.0, Haiti
3537.0,5049.0,9384.0,9116.0,,7370.0,3235.0,2237.0,136.0,5691.0,977.0,2250.0," Tanzania, United Republic of"
5698.0,2738.0,4865.0,9012.0,6154.0,1.0,7835.0,7222.0,,8474.0,4215.0,4774.0, Togo
5134.0,,700.0,7823.0,4262.0,3252.0,8229.0,196.0,1923.0,6490.0,1909.0,2215.0, Nigeria
5439.0,6131.0,3152.0,3964.0,1067.0,9398.0,3929.0,3575.0,5373.0,5048.0,4631.0,4603.0, Turkmenistan
4609.0,4367.0,,7981.0,5486.0,8200.0,553.0,9639.0,3374.0,3330.0,5366.0,3045.0, Andorra
425.0,9857.0,,244.0,6765.0,7863.0,848.0,3498.0,5856.0,9495.0,,745.0, Heard Island and McDonald Islands
3185.0,2834.0,3908.0,8727.0,5942.0,9928.0,,2522.0,6840.0,5889.0,9290.0,3608.0, Guam
9115.0,5849.0,7974.0,6420.0,9715.0,8981.0,8277.0,6967.0,2384.0,4188.0,1868.0,4056.0, Nicaragua
477.0,3564.0,2899.0,7771.0,1486.0,8356.0,8172.0,6273.0,3216.0,,577.0,8649.0, Kenya
1416.0,,6646.0,4723.0,3523.0,,869.0,4763.0,8643.0,6232.0,203.0,1729.0, Austria
8731.0,6337.0,6332.0,3018.0,3393.0,4165.0,9880.0,370.0,9032.0,2553.0,4142.0,2951.0, Japan
2803.0,3441.0,7204.0,1974.0,2519.0,8233.0,69.0,1896.0,4156.0,4827.0,6542.0,6318.0, French Southern Territories
4695.0,4906.0,,6251.0,46.0,525.0,,6141.0,,976.0,6688.0,2571.0, Holy See
,3753.0,2249.0,5669.0,2640.0,5362.0,2785.0,4691.0,8582.0,1358.0,6945.0,4484.0, Svalbard and Jan Mayen
8937.0,5432.0,1216.0,6159.0,1903.0,,32.0,4881.0,3205.0,7331.0,881.0,8971.0, Pakistan
,1486.0,2740.0,3848.0,1146.0,5400.0,7801.0,8737.0,9711.0,2210.0,7487.0,9189.0, Peru
3966.0,5496.0,,6816.0,3298.0,233.0,3374.0,4639.0,7915.0,7539.0,5304.0,8908.0, Mauritania
4382.0,1524.0,3953.0,2987.0,5643.0,4105.0,2256.0,1221.0,8753.0,5197.0,6231.0,1279.0, Réunion
7802.0,7381.0,3505.0,8465.0,,3611.0,4293.0,1606.0,6367.0,6850.0,4540.0,8028.0, Sweden
6139.0,8663.0,4240.0,2777.0,4955.0,6644.0,6733.0,3633.0,1947.0,3733.0,3257.0,9815.0, Gabon
,5784.0,1405.0,2315.0,1480.0,6325.0,7190.0,3955.0,9857.0,7996.0,,8817.0, United Kingdom of Great Britain and Northern Ireland
5543.0,4596.0,9804.0,,8923.0,7739.0,6492.0,3005.0,2488.0,4218.0,8870.0,2074.0, Lithuania
8737.0,9197.0,1209.0,8566.0,3156.0,3806.0,2012.0,8079.0,4805.0,792.0,9014.0,2942.0, Canada
8059.0,9052.0,,1560.0,,4556.0,7865.0,4477.0,4969.0,1687.0,9478.0,1465.0, Cyprus
9742.0,7738.0,7922.0,191.0,8437.0,4841.0,2029.0,9532.0,4944.0,8913.0,6976.0,1750.0, Sint Maarten (Dutch part)
9601.0,9738.0,469.0,8193.0,1019.0,9182.0,1129.0,5905.0,9308.0,2498.0,6976.0,1681.0, Guyana
2914.0,5968.0,168.0,6971.0,4234.0,881.0,,,,,7987.0,5814.0, Poland
8653.0,3659.0,2754.0,4355.0,9646.0,2128.0,7410.0,4189.0,7586.0,2474.0,5287.0,4348.0, Cyprus
629.0,4007.0,5866.0,2493.0,7510.0,5765.0,,1119.0,,5221.0,9820.0,6322.0, Heard Island and McDonald Islands
5426.0,4587.0,342.0,7325.0,9198.0,5571.0,4105.0,3912.0,1893.0,5507.0,7745.0,7440.0, Italy
3116.0,4890.0,8022.0,3602.0,3588.0,8726.0,8088.0,3620.0,2906.0,3865.0,2112.0,693.0," Congo, Democratic Republic of the"
8848.0,1536.0,4079.0,9982.0,3879.0,756.0,7222.0,5420.0,7517.0,6652.0,1335.0,3302.0, Guatemala
5714.0,893.0,1238.0,6582.0,3757.0,7256.0,897.0,6328.0,1851.0,3995.0,2062.0,2266.0, Estonia
,7048.0,927.0,6784.0,1836.0,7165.0,210.0,340.0,5612.0,3149.0,6099.0,754.0, Grenada
8017.0,1180.0,5570.0,5727.0,200.0,9731.0,2091.0,1477.0,6798.0,2778.0,,9116.0, Lithuania
763.0,9462.0,2421.0,4840.0,,6414.0,609.0,7747.0,6594.0,4388.0,,, Western Sahara
1561.0,2975.0,4802.0,9822.0,4603.0,522.0,2642.0,,8384.0,6872.0,1736.0,7950.0, Micronesia (Federated States of)
9972.0,8991.0,1088.0,,316.0,6369.0,7421.0,8082.0,1400.0,5802.0,3479.0,8242.0, Guinea
1456.0,8380.0,2106.0,5939.0,563.0,9740.0,7142.0,6651.0,,7272.0,806.0,7938.0, Virgin Islands (British)
,5874.0,7263.0,6814.0,3244.0,5409.0,3518.0,,,5614.0,9904.0,5743.0, Saint Barthélemy
2236.0,3530.0,7263.0,1224.0,4553.0,9149.0,5629.0,9859.0,7250.0,6560.0,4549.0,4999.0, Saint Pierre and Miquelon
5282.0,7972.0,6554.0,9928.0,4230.0,6230.0,2764.0,6054.0,7926.0,2152.0,6750.0,2359.0, Philippines
9922.0,4601.0,755.0,4130.0,3877.0,1077.0,,,9389.0,833.0,5028.0,6975.0, Ecuador
2348.0,522.0,4809.0,,9919.0,5504.0,5211.0,,4337.0,4494.0,,431.0, Equatorial Guinea
8768.0,1113.0,8069.0,8490.0,5229.0,1424.0,1376.0,,4450.0,6066.0,8214.0,7190.0, Togo
5094.0,,9315.0,3479.0,9342.0,3332.0,2983.0,257.0,7476.0,9447.0,5508.0,7218.0, Bangladesh
