JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,ORIGIN_OR_DESTINATION
435.0,339.0,7394.0,,7366.0,7098.0,1728.0,9589.0,7973.0,,6067.0,1526.0, Malawi
,4825.0,8483.0,3798.0,4314.0,2954.0,6278.0,7297.0,5681.0,954.0,7266.0,2219.0, Namibia
,9661.0,6774.0,,4230.0,2408.0,,9499.0,7198.0,2516.0,6068.0,1340.0, Czechia
9358.0,838.0,8708.0,7083.0,1800.0,7661.0,3975.0,9248.0,8147.0,9545.0,7299.0,4617.0, Chile
5726.0,4542.0,6752.0,2148.0,214.0,3064.0,7099.0,9650.0,5950.0,9665.0,1800.0,5595.0, Serbia
2815.0,3575.0,6264.0,7892.0,7992.0,4312.0,6313.0,1330.0,7237.0,2203.0,4765.0,7473.0, Yemen
9102.0,1352.0,2850.0,9226.0,6537.0,6387.0,8671.0,8955.0,,,,8794.0, Holy See
9478.0,3403.0,8143.0,2607.0,6697.0,9387.0,5542.0,582.0,5417.0,6367.0,103.0,, Belarus
8619.0,3763.0,47.0,7019.0,8561.0,1641.0,1805.0,6575.0,9676.0,51.0,7418.0,674.0, Cambodia
5020.0,,610.0,4137.0,5074.0,6338.0,5201.0,5654.0,9470.0,9629.0,8335.0,6427.0, Iran (Islamic Republic of)
8035.0,8093.0,1002.0,6446.0,4858.0,9943.0,8597.0,2142.0,,4504.0,8335.0,3336.0, Russian Federation
9755.0,,72.0,3201.0,9349.0,3216.0,7186.0,9309.0,9068.0,21.0,3188.0,3357.0, Turks and Caicos Islands
5299.0,5617.0,7871.0,7412.0,636.0,2264.0,6532.0,8143.0,8838.0,8753.0,,7345.0," Tanzania, United Republic of"
8452.0,8852.0,,8555.0,8222.0,3132.0,5638.0,1050.0,2360.0,,505.0,7275.0, United States of America
592.0,8625.0,2608.0,6325.0,1580.0,,5336.0,3002.0,7142.0,,5256.0,2874.0, Georgia
3065.0,5424.0,5269.0,3252.0,3502.0,7957.0,860.0,6936.0,7550.0,2020.0,683.0,, Italy
8832.0,,6067.0,,,1582.0,8202.0,3672.0,391.0,7256.0,947.0,5156.0, Saint Barthélemy
7457.0,9336.0,6295.0,3329.0,409.0,9374.0,6826.0,7573.0,1526.0,8405.0,3156.0,4280.0, Benin
5418.0,7018.0,2767.0,1102.0,7880.0,8295.0,7343.0,1703.0,4468.0,1565.0,4240.0,4673.0, Saint Pierre and Miquelon
4389.0,4108.0,1718.0,1131.0,6159.0,6696.0,9734.0,5085.0,5432.0,8794.0,,9854.0, Andorra
851.0,9275.0,9618.0,53.0,7180.0,3778.0,8033.0,4338.0,732.0,3320.0,687.0,1895.0, Timor-Leste
9987.0,6599.0,948.0,4394.0,2342.0,,9229.0,2296.0,,29.0,6657.0,8277.0, French Southern Territories
23.0,4567.0,9259.0,5229.0,5377.0,1064.0,481.0,5620.0,8494.0,4809.0,,6269.0, Algeria
7910.0,8772.0,,4478.0,9680.0,9729.0,,7725.0,792.0,2402.0,7676.0,, Turkmenistan
154.0,7688.0,7012.0,799.0,,3532.0,1241.0,2046.0,7946.0,8553.0,38.0,5517.0, Montserrat
9149.0,695.0,6786.0,,7586.0,6666.0,6274.0,6486.0,2104.0,7068.0,2578.0,5851.0, Sudan
5909.0,6179.0,,2952.0,6859.0,4675.0,8322.0,6569.0,5889.0,4063.0,8119.0,3550.0, Turkmenistan
5747.0,2506.0,4962.0,6289.0,175.0,9524.0,1282.0,,2026.0,8696.0,6666.0,6446.0, Burkina Faso
4302.0,3223.0,8216.0,7149.0,7320.0,7373.0,,5043.0,7164.0,8481.0,,9182.0, Jersey
,5004.0,8405.0,6791.0,4672.0,6524.0,2235.0,8510.0,,106.0,3591.0,4593.0, Togo
8775.0,,9546.0,8191.0,7643.0,9625.0,6730.0,2446.0,3105.0,5179.0,3604.0,3085.0, Nigeria
,3858.0,157.0,9207.0,8452.0,1686.0,,903.0,1294.0,3760.0,5551.0,6894.0, Sierra Leone
2428.0,3.0,9219.0,2985.0,7840.0,2494.0,9259.0,,686.0,5563.0,5272.0,4449.0, Guinea
1654.0,2555.0,7320.0,,75.0,5223.0,7031.0,,7573.0,,6130.0,, Guyana
6774.0,490.0,2555.0,8855.0,6368.0,8114.0,9144.0,7796.0,7500.0,5949.0,2265.0,5457.0, Uruguay
2592.0,,1336.0,9682.0,7262.0,1586.0,1330.0,6819.0,7884.0,1831.0,,8808.0, Sweden
8880.0,8242.0,4697.0,4260.0,3889.0,276.0,1255.0,7651.0,,4941.0,9821.0,3809.0, Malaysia
5476.0,7572.0,7164.0,5554.0,8816.0,5358.0,6561.0,290.0,8525.0,2269.0,,, Syrian Arab Republic
3092.0,8090.0,7126.0,4757.0,5167.0,6688.0,8525.0,5148.0,,3560.0,5379.0,9302.0, Guinea
9058.0,,7416.0,3028.0,8965.0,3687.0,8970.0,,7916.0,1872.0,9811.0,1998.0, Wallis and Futuna
8768.0,3053.0,7797.0,,111.0,3722.0,2531.0,1845.0,7233.0,2691.0,5429.0,6695.0, Martinique
,5915.0,2818.0,6899.0,146.0,7827.0,3838.0,5719.0,3056.0,8532.0,,3420.0, Marshall Islands
2423.0,9501.0,7437.0,4855.0,1215.0,696.0,5056.0,2367.0,2886.0,6599.0,5128.0,7409.0, Nauru
1783.0,8433.0,9562.0,5777.0,9792.0,6713.0,8971.0,4715.0,4084.0,7812.0,5655.0,421.0, Bahamas
6412.0,,5983.0,3064.0,9854.0,,6259.0,,9154.0,4523.0,3469.0,9525.0, Switzerland
9617.0,5869.0,9026.0,4019.0,1690.0,1127.0,2816.0,4332.0,3479.0,2387.0,1605.0,4429.0, Christmas Island
3965.0,3928.0,134.0,7240.0,3974.0,609.0,3126.0,7242.0,2945.0,6238.0,1812.0,5766.0, Syrian Arab Republic
5389.0,2061.0,1820.0,6264.0,3594.0,2895.0,8440.0,3154.0,3766.0,2854.0,869.0,, Peru
4065.0,9353.0,3540.0,9469.0,6913.0,4748.0,2021.0,8903.0,4464.0,636.0,1517.0,7295.0, Andorra
8134.0,2490.0,4796.0,2323.0,8136.0,6342.0,6576.0,3712.0,,7895.0,958.0,44.0, Austria
5770.0,,8945.0,993.0,1501.0,1930.0,9948.0,6828.0,4053.0,9315.0,5991.0,, Panama
6933.0,9187.0,8736.0,5027.0,9091.0,4616.0,506.0,145.0,881.0,5289.0,982.0,3404.0, Nigeria
8645.0,9514.0,,5886.0,3923.0,6596.0,5541.0,4555.0,9055.0,6918.0,4877.0,2037.0, Benin
4745.0,8098.0,917.0,5400.0,2246.0,2271.0,4939.0,9391.0,8226.0,8513.0,2023.0,9751.0, Christmas Island
5745.0,8611.0,2485.0,5701.0,8918.0,5569.0,3887.0,8081.0,9897.0,6423.0,3741.0,, Monaco
1954.0,6518.0,3954.0,2729.0,9857.0,4445.0,,8117.0,6237.0,8100.0,4872.0,842.0, Eritrea
9006.0,8805.0,3945.0,888.0,2305.0,8111.0,5856.0,2068.0,8813.0,7090.0,9025.0,5381.0, Korea (Democratic People's Republic of)
4922.0,8682.0,9838.0,,3980.0,2787.0,8955.0,5709.0,8471.0,12.0,1291.0,1450.0, Puerto Rico
,5601.0,6667.0,3624.0,7561.0,4324.0,9115.0,9136.0,,3663.0,1369.0,5927.0, Belarus
978.0,2329.0,4860.0,3458.0,621.0,565.0,,5676.0,23.0,4622.0,8034.0,3906.0, Argentina
1346.0,80.0,1644.0,5325.0,5805.0,1541.0,6496.0,7889.0,,2821.0,4681.0,4974.0, Holy See
3333.0,,2913.0,2468.0,6583.0,2800.0,4253.0,1086.0,7076.0,703.0,7697.0,, Luxembourg
870.0,8532.0,5498.0,8896.0,5464.0,4067.0,3199.0,4715.0,6833.0,9067.0,1855.0,3960.0, Cocos (Keeling) Islands
2401.0,9635.0,7711.0,8576.0,201.0,3201.0,291.0,2655.0,2548.0,3144.0,,8107.0, Angola
3974.0,5422.0,4388.0,5760.0,6812.0,1476.0,3851.0,4488.0,499.0,1586.0,5148.0,9691.0, Norway
275.0,7554.0,5982.0,8108.0,411.0,5707.0,4846.0,6107.0,346.0,,360.0,," Moldova, Republic of"
2247.0,1924.0,5630.0,6929.0,3088.0,7227.0,7995.0,4007.0,3963.0,6243.0,5276.0,6174.0, Ukraine
4642.0,6591.0,4936.0,5411.0,1839.0,7849.0,7256.0,1154.0,4033.0,1643.0,1200.0,4300.0, Saudi Arabia
6950.0,2538.0,6025.0,5306.0,9193.0,6282.0,1623.0,42.0,6019.0,7393.0,77.0,5522.0, Anguilla
8094.0,8678.0,9413.0,3887.0,,7899.0,3778.0,9152.0,5178.0,7966.0,3524.0,6045.0, Mongolia
7709.0,1735.0,1135.0,4434.0,7815.0,885.0,6647.0,,8458.0,1044.0,1234.0,4827.0," Congo, Democratic Republic of the"
6545.0,9215.0,9978.0,8697.0,4819.0,,2469.0,8908.0,,6999.0,8170.0,99.0, Honduras
1259.0,6502.0,4560.0,,11.0,,9775.0,5257.0,4070.0,987.0,,6195.0, Tuvalu
4273.0,5544.0,3738.0,8955.0,7651.0,5379.0,8925.0,3003.0,473.0,9823.0,737.0,7904.0, French Polynesia
2764.0,5610.0,2955.0,1043.0,,8703.0,6568.0,8277.0,7796.0,743.0,3459.0,1089.0, Italy
4434.0,2004.0,8475.0,852.0,7496.0,1511.0,,5614.0,8639.0,8389.0,1055.0,1101.0, Mali
2816.0,4860.0,6808.0,,3004.0,8166.0,6435.0,1419.0,3517.0,2163.0,5785.0,9371.0, United Arab Emirates
2002.0,8395.0,122.0,6136.0,995.0,3842.0,352.0,4834.0,115.0,5782.0,7577.0,838.0, Zambia
5106.0,8688.0,7924.0,,1386.0,9360.0,7932.0,9274.0,1817.0,3522.0,3615.0,1306.0, Botswana
210.0,9524.0,7147.0,8602.0,9091.0,2314.0,2724.0,2370.0,3142.0,8682.0,2705.0,7481.0, Bhutan
,,672.0,3437.0,8847.0,7357.0,7984.0,,3290.0,2454.0,8822.0,, Philippines
9255.0,9107.0,2017.0,4532.0,6166.0,,9655.0,212.0,7728.0,5049.0,,5588.0, Sri Lanka
8559.0,5046.0,8472.0,3621.0,1830.0,,4081.0,6970.0,3231.0,8286.0,1925.0,684.0," Congo, Democratic Republic of the"
7412.0,1089.0,2990.0,5360.0,5499.0,2726.0,4392.0,37.0,7266.0,6410.0,1197.0,1066.0," Saint Helena, Ascension and Tristan da Cunha"
8251.0,5078.0,9994.0,3087.0,7343.0,1672.0,2786.0,,3274.0,2684.0,7788.0,3443.0, Puerto Rico
8466.0,4029.0,7616.0,5452.0,9121.0,6600.0,6051.0,,5181.0,3211.0,2198.0,246.0, North Macedonia
,3773.0,8875.0,6194.0,1698.0,9287.0,2063.0,117.0,,2064.0,5933.0,1444.0, Mongolia
6943.0,3341.0,1906.0,2191.0,9075.0,2334.0,9103.0,439.0,8985.0,1874.0,,7906.0, United Arab Emirates
7181.0,7176.0,1838.0,5837.0,7684.0,5052.0,6165.0,3847.0,7295.0,6507.0,3331.0,8125.0, Greenland
8353.0,154.0,4145.0,6854.0,2235.0,4024.0,2439.0,4739.0,4486.0,1435.0,2419.0,4806.0, Côte d'Ivoire
,1133.0,6333.0,,9238.0,1470.0,1198.0,4926.0,8309.0,3107.0,1266.0,4046.0, Côte d'Ivoire
5819.0,6061.0,8311.0,7104.0,3863.0,7031.0,5856.0,4601.0,8481.0,7885.0,4267.0,6017.0, Saint Kitts and Nevis
8867.0,4094.0,7409.0,,8214.0,5144.0,830.0,2640.0,8228.0,4516.0,8390.0,3407.0, South Africa
9134.0,3367.0,4354.0,8652.0,2374.0,6780.0,8376.0,989.0,1861.0,2989.0,5208.0,6705.0, Tuvalu
2329.0,,5509.0,5015.0,31.0,3498.0,4977.0,8607.0,8087.0,4341.0,7094.0,4763.0, Guernsey
2037.0,,2564.0,6157.0,9758.0,9327.0,9951.0,8167.0,655.0,6484.0,,495.0, New Zealand
239.0,8176.0,4742.0,8232.0,6619.0,2017.0,5822.0,8797.0,438.0,4123.0,,4236.0, Senegal
1923.0,3339.0,,832.0,,8085.0,,1672.0,8943.0,278.0,8763.0,3481.0, Western Sahara
8123.0,5651.0,9672.0,4910.0,258.0,7781.0,3041.0,9889.0,,455.0,7523.0,8117.0, Nigeria
3249.0,251.0,4320.0,6013.0,8008.0,,4384.0,3383.0,6259.0,4838.0,7110.0,6757.0, Kiribati
8904.0,2170.0,2465.0,1132.0,4836.0,7501.0,,5596.0,7987.0,3531.0,1395.0,5941.0, United States Minor Outlying Islands
8489.0,4511.0,1192.0,,3206.0,993.0,5037.0,,1486.0,,3314.0,8378.0, Antarctica
