JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,ORIGIN_OR_DESTINATION
5358.0,2934.0,3014.0,9752.0,,1646.0,6137.0,9275.0,6691.0,5134.0,9011.0,5036.0, Sint Maarten (Dutch part)
8736.0,4040.0,3287.0,7164.0,5329.0,,8171.0,472.0,4836.0,6249.0,3067.0,2145.0, Falkland Islands (Malvinas)
4568.0,6527.0,4437.0,6031.0,3237.0,2857.0,,4938.0,5556.0,9742.0,1041.0,4564.0, Chile
215.0,54.0,6877.0,5640.0,679.0,2532.0,4336.0,5560.0,1339.0,,2262.0,9924.0, Iran (Islamic Republic of)
1833.0,6581.0,9365.0,4589.0,4577.0,4410.0,1253.0,5772.0,9205.0,9462.0,5689.0,8329.0, Bahrain
8940.0,4702.0,9212.0,6766.0,6265.0,,9254.0,4987.0,4535.0,6938.0,2609.0,5487.0, Iraq
8274.0,2218.0,4223.0,2207.0,4665.0,6892.0,3452.0,713.0,7263.0,4014.0,7486.0,7711.0, San Marino
7517.0,5937.0,2636.0,8386.0,4522.0,5125.0,6980.0,7395.0,5340.0,,9878.0,8307.0, Syrian Arab Republic
9328.0,6077.0,6485.0,8166.0,5943.0,7941.0,4172.0,1409.0,6548.0,151.0,2149.0,6001.0, Cuba
9562.0,9213.0,4110.0,9933.0,9862.0,7032.0,1556.0,2809.0,3032.0,5362.0,9296.0,6993.0, Indonesia
6469.0,1967.0,1290.0,958.0,9480.0,3564.0,2391.0,2367.0,1125.0,6605.0,9654.0,, Angola
7616.0,7825.0,4978.0,4370.0,9602.0,4684.0,874.0,2214.0,724.0,592.0,1416.0,197.0, Afghanistan
7570.0,,7182.0,7326.0,1964.0,7202.0,,6858.0,5041.0,8079.0,330.0,1849.0, Panama
,6427.0,2287.0,3090.0,4666.0,5503.0,747.0,9504.0,8112.0,2201.0,3721.0,5160.0, Timor-Leste
5906.0,4331.0,7436.0,2065.0,8707.0,9813.0,9272.0,,4580.0,1468.0,938.0,7002.0, Congo
3557.0,5164.0,8617.0,,1418.0,693.0,1303.0,2536.0,4926.0,5862.0,8187.0,2196.0, Russian Federation
8642.0,2352.0,6638.0,7565.0,8067.0,,2189.0,7508.0,9165.0,3486.0,1810.0,3964.0, Nicaragua
4327.0,2160.0,2671.0,7190.0,6103.0,5293.0,7591.0,,179.0,1507.0,8833.0,1827.0, Papua New Guinea
,9244.0,498.0,6465.0,3600.0,8150.0,2280.0,4739.0,7579.0,1908.0,1241.0,5757.0, Indonesia
,9567.0,5652.0,1061.0,2785.0,,4066.0,3851.0,871.0,5826.0,8978.0,7243.0, Viet Nam
8178.0,8725.0,8851.0,8417.0,6020.0,7433.0,,8247.0,8117.0,3109.0,5187.0,441.0, Oman
6501.0,3136.0,4738.0,7400.0,1983.0,9324.0,7892.0,3265.0,482.0,8519.0,406.0,7946.0, Djibouti
3517.0,2414.0,7026.0,8577.0,120.0,5435.0,6277.0,1160.0,,7008.0,,8557.0, Jersey
3986.0,5278.0,3250.0,,9675.0,3566.0,8184.0,7283.0,9668.0,8436.0,6046.0,354.0, Mauritania
8705.0,8622.0,,2915.0,7672.0,2235.0,7511.0,8739.0,7376.0,9770.0,8134.0,5781.0, Seychelles
873.0,3083.0,668.0,4260.0,6090.0,8770.0,7782.0,7095.0,4058.0,6485.0,8538.0,7838.0, Kuwait
1883.0,9036.0,4458.0,4518.0,7895.0,1023.0,1919.0,5556.0,6862.0,,,4685.0, Djibouti
,2748.0,,3567.0,9586.0,8996.0,9428.0,3074.0,8892.0,8757.0,2719.0,8244.0, Brunei Darussalam
8536.0,5196.0,8205.0,5898.0,5622.0,7003.0,5974.0,,2535.0,9426.0,6643.0,348.0, Myanmar
7617.0,8533.0,5286.0,5560.0,0.0,4691.0,9327.0,1477.0,754.0,9403.0,2371.0,398.0, Libya
2992.0,,7603.0,,6110.0,3747.0,,1556.0,635.0,6852.0,8378.0,7765.0, French Guiana
8084.0,5189.0,511.0,7281.0,4510.0,7909.0,1179.0,3068.0,5095.0,2977.0,2369.0,5392.0, Slovakia
3939.0,9320.0,5838.0,6631.0,9957.0,3884.0,7154.0,2356.0,1540.0,691.0,9335.0,8639.0, Åland Islands
9713.0,,1397.0,1878.0,9070.0,7819.0,4770.0,,3866.0,8505.0,6988.0,1053.0, Cambodia
1482.0,,866.0,321.0,2070.0,6143.0,9726.0,266.0,8675.0,8272.0,5058.0,7035.0, Tonga
3161.0,8549.0,7264.0,9670.0,5613.0,4594.0,3676.0,,,,8802.0,7844.0, Mauritania
5403.0,9115.0,8727.0,7781.0,9273.0,9478.0,4608.0,1861.0,8378.0,9635.0,4361.0,9724.0, United States Minor Outlying Islands
5284.0,116.0,2134.0,6613.0,815.0,6186.0,3564.0,7454.0,2787.0,412.0,6930.0,," Saint Helena, Ascension and Tristan da Cunha"
5076.0,7331.0,3125.0,2076.0,6115.0,2273.0,888.0,9010.0,3112.0,7285.0,6253.0,4409.0, Sri Lanka
3192.0,3231.0,5058.0,4479.0,9404.0,649.0,1671.0,6384.0,,4771.0,1549.0,1800.0, Central African Republic
6415.0,8832.0,5479.0,6980.0,9140.0,7451.0,3423.0,1208.0,6214.0,5758.0,704.0,6302.0, Dominican Republic
9350.0,9174.0,7626.0,2099.0,8788.0,9213.0,1976.0,1062.0,7457.0,1083.0,,9915.0, Tajikistan
654.0,3581.0,2598.0,4618.0,8051.0,1605.0,5844.0,,,7216.0,6473.0,5866.0, Antarctica
7345.0,5948.0,5419.0,3704.0,2477.0,1503.0,4272.0,3406.0,7040.0,1846.0,1534.0,7951.0, Martinique
2791.0,,7590.0,14.0,791.0,3142.0,1582.0,3795.0,8788.0,9357.0,227.0,, Libya
,144.0,3698.0,8551.0,3887.0,5638.0,,4187.0,3782.0,,6727.0,4758.0, Egypt
7676.0,9751.0,,5943.0,1443.0,9.0,9575.0,3604.0,8153.0,4469.0,,4453.0, Réunion
7819.0,5520.0,6875.0,1778.0,3644.0,1390.0,8379.0,4311.0,1638.0,9458.0,3938.0,5797.0, Svalbard and Jan Mayen
7401.0,,6028.0,7577.0,4706.0,2896.0,6375.0,1704.0,,7105.0,2215.0,2631.0, Israel
3099.0,2256.0,,7635.0,,918.0,4038.0,3798.0,4190.0,4507.0,9947.0,7133.0, Brunei Darussalam
6744.0,9832.0,4225.0,8232.0,,3845.0,3347.0,3394.0,4683.0,6988.0,557.0,7777.0, United Arab Emirates
4463.0,,870.0,3342.0,158.0,1456.0,961.0,2702.0,9190.0,3201.0,9417.0,, Indonesia
,5743.0,6021.0,6663.0,3649.0,3843.0,3689.0,3184.0,3363.0,7278.0,9154.0,5514.0, Zambia
6387.0,5345.0,3451.0,4849.0,9587.0,8823.0,9931.0,7185.0,9424.0,9684.0,9367.0,1676.0, Virgin Islands (British)
3357.0,6891.0,9019.0,1290.0,9930.0,,5713.0,7540.0,4511.0,7526.0,2687.0,, Venezuela (Bolivarian Republic of)
6108.0,227.0,,8020.0,1951.0,3193.0,5748.0,,7487.0,1852.0,1931.0,2743.0, Seychelles
8259.0,,,8622.0,4523.0,2097.0,4976.0,,2339.0,1367.0,,5730.0, Lao People's Democratic Republic
4277.0,3159.0,4563.0,2266.0,,9134.0,9038.0,3405.0,7813.0,6282.0,870.0,1946.0, Lebanon
4343.0,3567.0,1042.0,931.0,6090.0,,6191.0,2018.0,8782.0,3712.0,3379.0,6588.0, Heard Island and McDonald Islands
9278.0,2957.0,,8600.0,7348.0,1536.0,1853.0,959.0,553.0,7940.0,8619.0,4437.0, Curaçao
1156.0,820.0,887.0,9070.0,195.0,1259.0,7649.0,7788.0,3829.0,5042.0,5414.0,4048.0, American Samoa
1219.0,1460.0,,7804.0,4038.0,2147.0,7210.0,2756.0,4329.0,9499.0,8910.0,3868.0, Liberia
7564.0,453.0,1385.0,4677.0,9183.0,8765.0,7539.0,,3656.0,733.0,923.0,7795.0, Pakistan
2999.0,8932.0,2844.0,4158.0,5292.0,289.0,,4860.0,611.0,6332.0,9955.0,, Mali
8221.0,1846.0,5151.0,2129.0,3063.0,541.0,4107.0,1822.0,4108.0,9769.0,7113.0,4255.0, Kyrgyzstan
5828.0,6345.0,4639.0,2578.0,5393.0,1264.0,395.0,5901.0,473.0,193.0,4468.0,3524.0, Belgium
3366.0,3652.0,7238.0,3058.0,9425.0,3984.0,4662.0,2242.0,318.0,4621.0,5518.0,2445.0, New Caledonia
5301.0,8533.0,6963.0,1146.0,7986.0,7421.0,7186.0,6439.0,8109.0,6067.0,2781.0,2236.0, Svalbard and Jan Mayen
4348.0,,6528.0,,9824.0,5642.0,,8860.0,7989.0,4900.0,6659.0,8610.0, Svalbard and Jan Mayen
,1720.0,,103.0,4534.0,,7569.0,8848.0,7251.0,1943.0,7874.0,7001.0, British Indian Ocean Territory
5434.0,5048.0,,9786.0,5241.0,3561.0,2785.0,1764.0,1963.0,1842.0,,4921.0, Spain
4533.0,2469.0,7242.0,4594.0,6801.0,8319.0,9039.0,4191.0,5693.0,3243.0,2311.0,9870.0, Russian Federation
2218.0,6068.0,2862.0,5896.0,7436.0,,4785.0,6259.0,8841.0,,8261.0,4849.0, Uruguay
5077.0,,265.0,8339.0,7513.0,7980.0,5848.0,9084.0,4558.0,4825.0,9641.0,4280.0, Somalia
5743.0,6369.0,5076.0,8313.0,3682.0,2322.0,9276.0,2643.0,1657.0,7675.0,,9900.0, Aruba
5410.0,2777.0,5914.0,5117.0,7343.0,6582.0,6851.0,5264.0,9143.0,9588.0,8505.0,8856.0, Cayman Islands
6662.0,6353.0,9805.0,2303.0,4131.0,,8654.0,665.0,7406.0,3183.0,9620.0,3720.0, Dominican Republic
3156.0,4095.0,9192.0,8890.0,5155.0,1572.0,9668.0,8441.0,3068.0,1259.0,5269.0,6340.0, Ghana
8748.0,106.0,3572.0,,6690.0,6036.0,1161.0,5535.0,7580.0,2053.0,5663.0,2078.0, United Kingdom of Great Britain and Northern Ireland
6391.0,665.0,,,8203.0,4178.0,6026.0,2162.0,517.0,,1601.0,3389.0, Azerbaijan
9986.0,618.0,6353.0,7749.0,2438.0,9696.0,4769.0,7790.0,,8468.0,6146.0,5397.0, Myanmar
4570.0,2168.0,8832.0,355.0,4004.0,8749.0,9414.0,4803.0,2770.0,6439.0,9240.0,1263.0, Malawi
,3542.0,5967.0,872.0,2981.0,,6083.0,2483.0,4469.0,,6793.0,9184.0, Grenada
3151.0,1364.0,1327.0,5762.0,8535.0,610.0,3090.0,7657.0,,4840.0,6217.0,9952.0," Korea, Republic of"
1437.0,16.0,9738.0,5096.0,7637.0,3366.0,8814.0,3402.0,1154.0,3161.0,4660.0,2317.0, Saint Barthélemy
6024.0,9963.0,370.0,4427.0,2409.0,,8251.0,7886.0,686.0,7679.0,5836.0,3267.0, Puerto Rico
8711.0,3903.0,,6806.0,2739.0,2627.0,9629.0,,3487.0,9562.0,8185.0,1860.0, Lao People's Democratic Republic
,7739.0,356.0,4137.0,7832.0,3744.0,,3256.0,,,514.0,8559.0, Cyprus
3553.0,4543.0,8347.0,904.0,,430.0,5536.0,3231.0,5401.0,3535.0,9749.0,3118.0, Central African Republic
4823.0,4516.0,4594.0,3615.0,5241.0,5398.0,1992.0,9160.0,6842.0,1604.0,51.0,8402.0, Nepal
5771.0,5061.0,7501.0,8047.0,9146.0,648.0,418.0,6959.0,4587.0,6958.0,1814.0,6200.0, Zambia
1223.0,9696.0,8681.0,4439.0,842.0,9337.0,4520.0,3306.0,5926.0,665.0,1353.0,3843.0, Costa Rica
,2515.0,,7136.0,6207.0,9895.0,1397.0,7071.0,4220.0,2651.0,5332.0,137.0, Montserrat
8740.0,2720.0,5102.0,6315.0,1961.0,9453.0,4643.0,6785.0,2715.0,4248.0,,2287.0, Suriname
1197.0,3795.0,1948.0,4705.0,5043.0,2475.0,5073.0,9991.0,3346.0,5244.0,6957.0,5703.0," Saint Helena, Ascension and Tristan da Cunha"
4176.0,6940.0,5744.0,4726.0,1270.0,5428.0,5223.0,5640.0,1443.0,4188.0,9098.0,7720.0, Sierra Leone
395.0,2900.0,392.0,6110.0,1415.0,8342.0,2841.0,8059.0,9968.0,9378.0,7886.0,8923.0, Jordan
871.0,8514.0,6215.0,,2697.0,3528.0,2914.0,7010.0,4686.0,9686.0,2923.0,610.0, Saudi Arabia
9557.0,9023.0,1194.0,4432.0,8246.0,5067.0,8898.0,,9970.0,7980.0,9634.0,607.0, Fiji
2614.0,9551.0,,8835.0,9051.0,6252.0,1992.0,6912.0,5484.0,,4581.0,1501.0, Mauritania
,1655.0,9854.0,9975.0,139.0,3583.0,9461.0,9856.0,6228.0,,,, Turks and Caicos Islands
,,509.0,,5275.0,5368.0,5601.0,,9568.0,5617.0,7221.0,6250.0, Fiji
9357.0,,,6489.0,705.0,7776.0,3004.0,,6903.0,442.0,817.0,4761.0, Zambia
3264.0,9395.0,1166.0,,7632.0,6612.0,7370.0,1962.0,6425.0,4236.0,3778.0,1523.0, Grenada
7455.0,682.0,167.0,6649.0,,2087.0,2667.0,647.0,810.0,3696.0,1506.0,9604.0, Cuba
5251.0,2081.0,6544.0,8123.0,555.0,685.0,6733.0,6323.0,1752.0,8912.0,2686.0,5899.0, Cuba
5523.0,5373.0,6064.0,8269.0,642.0,6918.0,,7296.0,408.0,1014.0,1710.0,641.0, Canada
8449.0,4510.0,8850.0,6644.0,2544.0,8183.0,7873.0,6774.0,6724.0,4872.0,,5495.0, Trinidad and Tobago
8448.0,1020.0,9246.0,5583.0,7343.0,1487.0,5406.0,5255.0,5533.0,1245.0,9445.0,2525.0, Bolivia (Plurinational State of)
7544.0,7473.0,9115.0,1038.0,1680.0,6033.0,3247.0,8329.0,,3372.0,232.0,8289.0, Myanmar
7782.0,3750.0,3531.0,1390.0,805.0,3493.0,3799.0,7141.0,5589.0,4509.0,7738.0,4992.0, Morocco
7119.0,9678.0,9909.0,7189.0,1210.0,6079.0,8805.0,501.0,1101.0,189.0,2810.0,5997.0, Svalbard and Jan Mayen
5573.0,8125.0,784.0,3426.0,932.0,563.0,8937.0,9138.0,5432.0,7779.0,7488.0,7381.0, Guinea
311.0,6018.0,5725.0,4861.0,6687.0,7282.0,1366.0,4379.0,3705.0,9012.0,6681.0,9451.0, Åland Islands
3413.0,6205.0,1834.0,4038.0,57.0,,5265.0,4151.0,3330.0,2857.0,1398.0,1586.0, Lebanon
5118.0,8631.0,5941.0,2097.0,4189.0,9821.0,2646.0,1048.0,1997.0,6277.0,5901.0,1452.0, Benin
7593.0,4711.0,3043.0,7048.0,4521.0,8538.0,6346.0,7891.0,7813.0,1805.0,5010.0,5220.0, Germany
4070.0,2994.0,7522.0,8731.0,8861.0,5992.0,5634.0,2759.0,8239.0,2243.0,8026.0,9569.0, Sint Maarten (Dutch part)
8332.0,5653.0,2303.0,2140.0,8999.0,5053.0,,,5984.0,3102.0,6580.0,3631.0, Canada
530.0,,1708.0,3648.0,7432.0,2826.0,1066.0,5847.0,3621.0,8211.0,4973.0,631.0, Northern Mariana Islands
7603.0,327.0,6314.0,143.0,4519.0,8636.0,,5195.0,7634.0,9836.0,5070.0,7722.0, Japan
4751.0,8322.0,9529.0,6902.0,5055.0,8125.0,3334.0,7562.0,3740.0,9971.0,3243.0,935.0, Georgia
7032.0,2157.0,3765.0,1375.0,,9165.0,2689.0,9524.0,4813.0,,3269.0,7249.0, China
3476.0,9403.0,8263.0,,5900.0,9600.0,3525.0,3752.0,1542.0,,74.0,5488.0, Finland
6180.0,4868.0,9385.0,3209.0,7876.0,,894.0,9049.0,3726.0,6116.0,5524.0,2363.0, Faroe Islands
8335.0,519.0,3289.0,4903.0,3505.0,9030.0,,,9917.0,647.0,2487.0,7272.0, Cuba
4609.0,328.0,3299.0,8337.0,2678.0,2592.0,6077.0,3981.0,6535.0,,191.0,9156.0, Martinique
8825.0,1715.0,8259.0,1702.0,9926.0,8673.0,2151.0,3702.0,2275.0,2170.0,,3513.0, Italy
9270.0,,3717.0,6456.0,5055.0,4001.0,4493.0,5373.0,6220.0,9785.0,1358.0,1281.0," Tanzania, United Republic of"
1572.0,9574.0,2928.0,8411.0,7392.0,7334.0,710.0,,6767.0,6649.0,9380.0,509.0, Myanmar
4977.0,825.0,3093.0,7882.0,7586.0,,2825.0,9039.0,3493.0,,3893.0,, United States Minor Outlying Islands
4535.0,7403.0,3147.0,5843.0,5189.0,9540.0,9514.0,9654.0,2904.0,9504.0,2037.0,22.0, Lao People's Democratic Republic
,7055.0,9375.0,2047.0,5181.0,449.0,5825.0,4682.0,6873.0,3895.0,6755.0,, Uganda
4319.0,9714.0,,7030.0,9085.0,7461.0,,4440.0,7726.0,5039.0,8232.0,9250.0, Côte d'Ivoire
8435.0,960.0,7369.0,6871.0,6953.0,9076.0,3379.0,8329.0,193.0,6218.0,7996.0,7282.0, Guam
4184.0,1516.0,5536.0,1406.0,6603.0,9726.0,4606.0,3518.0,7431.0,7288.0,5314.0,9036.0, Sao Tome and Principe
8392.0,9744.0,9755.0,818.0,,7969.0,4360.0,7688.0,331.0,198.0,,5607.0, Gibraltar
7598.0,6329.0,,3329.0,2385.0,2248.0,5198.0,6509.0,3912.0,8008.0,2193.0,9299.0, Puerto Rico
2271.0,1874.0,581.0,2067.0,6262.0,1760.0,5163.0,3666.0,1537.0,5151.0,9749.0,5070.0, Montenegro
7088.0,8191.0,3032.0,2791.0,334.0,4792.0,2136.0,9370.0,,6533.0,1803.0,9216.0, Lao People's Democratic Republic
8080.0,1727.0,8444.0,4896.0,,,6065.0,272.0,7502.0,4250.0,1422.0,4410.0, Namibia
,8668.0,7581.0,8615.0,1763.0,892.0,7477.0,6161.0,9107.0,4762.0,6680.0,2460.0, Italy
2869.0,9525.0,5922.0,9347.0,4960.0,3683.0,9329.0,4205.0,5965.0,6391.0,1701.0,4945.0, Germany
5874.0,4084.0,8715.0,79.0,8343.0,5378.0,4162.0,7781.0,5851.0,8828.0,,8123.0, Faroe Islands
9330.0,9953.0,4935.0,7555.0,9017.0,4676.0,4631.0,5789.0,8729.0,7594.0,872.0,7950.0, Iran (Islamic Republic of)
3906.0,4191.0,351.0,1091.0,5723.0,1344.0,1689.0,1461.0,998.0,,7153.0,, Switzerland
5220.0,,8016.0,9590.0,6821.0,342.0,7449.0,7481.0,5696.0,,312.0,1267.0, Sri Lanka
3804.0,3205.0,7839.0,7981.0,6645.0,1968.0,3325.0,9898.0,2672.0,,8837.0,6089.0, Argentina
8124.0,7709.0,2047.0,,,8528.0,4705.0,,5157.0,,2894.0,7421.0, Tunisia
4055.0,,355.0,7470.0,,8946.0,4221.0,1239.0,4546.0,4279.0,642.0,9934.0, Bahrain
8757.0,9542.0,9412.0,8990.0,8445.0,1480.0,6689.0,5981.0,2246.0,5840.0,,2401.0, Christmas Island
5243.0,,9197.0,5700.0,6114.0,,5932.0,7421.0,7583.0,494.0,4700.0,, Spain
9779.0,2422.0,5099.0,,4123.0,8411.0,3884.0,,2973.0,3942.0,5521.0,8856.0, Syrian Arab Republic
1759.0,479.0,2006.0,5396.0,1330.0,673.0,4619.0,9448.0,1997.0,8744.0,495.0,7488.0, Iran (Islamic Republic of)
7918.0,8033.0,9291.0,9912.0,689.0,9673.0,,9899.0,9184.0,3602.0,8124.0,7462.0, Thailand
9666.0,5998.0,6661.0,87.0,8451.0,5992.0,124.0,7469.0,1239.0,7130.0,,2988.0, Bangladesh
1848.0,8292.0,436.0,5624.0,2089.0,8429.0,722.0,6643.0,527.0,9901.0,883.0,2944.0, Djibouti
,4428.0,2463.0,2150.0,4728.0,8655.0,4658.0,9133.0,1463.0,4677.0,8742.0,6847.0, Jamaica
6812.0,4430.0,2644.0,5970.0,7280.0,1028.0,9587.0,8240.0,4329.0,3013.0,5364.0,362.0, Chad
5329.0,5500.0,5152.0,8527.0,5656.0,,156.0,4016.0,8482.0,4243.0,6356.0,7173.0, Bhutan
8354.0,7853.0,9486.0,1841.0,1486.0,4411.0,3683.0,7955.0,6162.0,419.0,1883.0,363.0, Afghanistan
8382.0,2116.0,2783.0,2960.0,5752.0,4585.0,1406.0,6412.0,4911.0,3531.0,,3783.0, Puerto Rico
990.0,9162.0,,34.0,4460.0,7849.0,2486.0,,1919.0,9850.0,2092.0,3407.0, Israel
4715.0,7904.0,4675.0,1832.0,,7671.0,8960.0,8845.0,9848.0,5922.0,6638.0,235.0, Tajikistan
2168.0,4633.0,4262.0,4700.0,6271.0,3484.0,9997.0,4084.0,3992.0,9274.0,1666.0,5443.0, South Africa
4653.0,6006.0,,9302.0,21.0,9938.0,,2391.0,5887.0,4488.0,1228.0,9991.0, Korea (Democratic People's Republic of)
2757.0,7480.0,4476.0,9753.0,6998.0,3176.0,4594.0,360.0,7685.0,6578.0,4438.0,9761.0, Djibouti
6258.0,,,5005.0,,3602.0,9597.0,5982.0,5457.0,3662.0,9599.0,8752.0, Cayman Islands
1383.0,6887.0,2107.0,7935.0,1773.0,196.0,1307.0,4687.0,,2917.0,7801.0,, Cameroon
9818.0,9207.0,,4169.0,3672.0,4657.0,2039.0,1154.0,930.0,2272.0,7111.0,6840.0, Tunisia
5777.0,1249.0,,,,7969.0,,4478.0,1238.0,684.0,2393.0,11.0, Czechia
5869.0,3198.0,3230.0,2908.0,,,,5731.0,7913.0,3303.0,3008.0,154.0, Mayotte
9966.0,8008.0,1623.0,1122.0,2856.0,9334.0,6746.0,8571.0,3593.0,9480.0,3714.0,1273.0, Pitcairn
832.0,7494.0,,5274.0,7699.0,1601.0,4681.0,4547.0,5352.0,3732.0,4979.0,2006.0, South Africa
9362.0,6495.0,1100.0,4560.0,7488.0,6360.0,4892.0,1826.0,9589.0,3092.0,,1989.0, Uzbekistan
7993.0,6981.0,8780.0,8395.0,,8845.0,9412.0,6813.0,3490.0,997.0,,9478.0, Germany
3421.0,9649.0,4306.0,6863.0,9643.0,7654.0,3845.0,,3755.0,5034.0,3590.0,9068.0," Congo, Democratic Republic of the"
8214.0,4288.0,2233.0,7972.0,518.0,5803.0,,3193.0,3186.0,6083.0,9779.0,4331.0, Nepal
3545.0,6204.0,3180.0,2597.0,1160.0,5213.0,1532.0,9700.0,9760.0,4848.0,8248.0,886.0, Iraq
1001.0,2409.0,8539.0,3053.0,4955.0,7738.0,3581.0,7376.0,1275.0,4151.0,9535.0,94.0, Malawi
6612.0,1657.0,8843.0,3865.0,7240.0,1704.0,7390.0,8429.0,6623.0,2949.0,9163.0,1734.0, Botswana
2905.0,5307.0,1616.0,176.0,5574.0,8568.0,6481.0,225.0,5370.0,5343.0,877.0,1239.0, El Salvador
1984.0,5257.0,1632.0,3425.0,1357.0,4322.0,6307.0,5073.0,5863.0,9787.0,5791.0,4986.0, Gambia
3257.0,5811.0,6391.0,3636.0,3699.0,3382.0,,4156.0,8154.0,9710.0,5387.0,7592.0, Tajikistan
5949.0,8.0,1202.0,,6543.0,8998.0,,5357.0,1496.0,7115.0,7735.0,8488.0," Taiwan, Province of China"
4083.0,5407.0,7501.0,3297.0,4085.0,2895.0,4449.0,2836.0,4483.0,7720.0,,8146.0, Virgin Islands (British)
6196.0,1786.0,7414.0,4610.0,2222.0,6661.0,1921.0,1302.0,7863.0,6291.0,8922.0,5586.0, Russian Federation
637.0,9824.0,2792.0,1097.0,1679.0,,31.0,2058.0,7170.0,3517.0,8892.0,2742.0," Moldova, Republic of"
3490.0,,2169.0,5402.0,836.0,649.0,9569.0,2188.0,329.0,2890.0,1305.0,3620.0, Ecuador
5799.0,3623.0,5956.0,6977.0,,6990.0,3803.0,8445.0,4709.0,,6713.0,954.0, Malawi
9166.0,9281.0,8735.0,,313.0,,1104.0,373.0,1443.0,5817.0,6969.0,5867.0, Mozambique
,,6186.0,3011.0,,7993.0,6440.0,1530.0,6175.0,6030.0,4369.0,6761.0, Trinidad and Tobago
4789.0,9710.0,3113.0,7164.0,6465.0,9453.0,5945.0,902.0,1930.0,802.0,3643.0,8262.0, Macao
3908.0,,,868.0,8389.0,4081.0,,3942.0,3329.0,1432.0,8092.0,2872.0, Sint Maarten (Dutch part)
7781.0,5703.0,4638.0,,807.0,7506.0,2722.0,,4813.0,2861.0,9267.0,1058.0," Moldova, Republic of"
6150.0,663.0,1122.0,8580.0,2360.0,9907.0,5986.0,1629.0,,2809.0,9302.0,8675.0, Suriname
2080.0,,1674.0,5063.0,4624.0,4000.0,,9588.0,8179.0,3199.0,1128.0,3055.0, Tajikistan
