JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,ORIGIN_OR_DESTINATION
5632.0,4565.0,4952.0,,9800.0,5525.0,632.0,5454.0,1678.0,7654.0,6962.0,6148.0, Norway
7104.0,4484.0,9749.0,,8583.0,9558.0,2862.0,2301.0,516.0,2144.0,8554.0,1442.0, El Salvador
713.0,3065.0,2812.0,2152.0,6057.0,2998.0,5794.0,665.0,3278.0,,4838.0,, Korea (Democratic People's Republic of)
9992.0,6835.0,9359.0,6142.0,3690.0,1466.0,2581.0,6529.0,2909.0,7673.0,1142.0,2953.0, Svalbard and Jan Mayen
7009.0,7396.0,2758.0,3298.0,3207.0,667.0,2668.0,4725.0,2545.0,431.0,,7468.0, Western Sahara
599.0,6057.0,6372.0,9893.0,4919.0,8178.0,6312.0,8729.0,7042.0,,8814.0,373.0, India
7627.0,,9417.0,4546.0,1798.0,2933.0,9765.0,3745.0,3767.0,2828.0,9471.0,5635.0, Heard Island and McDonald Islands
2563.0,7330.0,6984.0,8269.0,651.0,209.0,4682.0,8013.0,9949.0,,2873.0,7057.0, Northern Mariana Islands
9601.0,5565.0,1626.0,4046.0,82.0,4733.0,2768.0,4757.0,8084.0,4200.0,1537.0,9478.0, Sudan
3426.0,4066.0,2935.0,4571.0,6313.0,6345.0,4505.0,2164.0,6983.0,9027.0,,3263.0, Grenada
5201.0,8774.0,,8732.0,7367.0,2032.0,5151.0,8710.0,6068.0,6682.0,6759.0,1258.0," Tanzania, United Republic of"
9114.0,3613.0,7052.0,6266.0,,,8006.0,9693.0,1128.0,1390.0,,8050.0, Pitcairn
5648.0,7109.0,,137.0,3448.0,6691.0,7598.0,3408.0,6277.0,6120.0,1315.0,3513.0, Slovenia
967.0,8829.0,9518.0,2791.0,7415.0,6678.0,9368.0,2612.0,3083.0,7802.0,5439.0,7563.0, Slovenia
,3546.0,1263.0,3984.0,1023.0,9945.0,1033.0,6197.0,7575.0,2316.0,1460.0,5730.0, Mauritania
7845.0,1601.0,7584.0,2975.0,9806.0,800.0,962.0,2310.0,5796.0,1233.0,1239.0,5246.0, British Indian Ocean Territory
1611.0,922.0,1502.0,4153.0,3500.0,8950.0,4589.0,2515.0,4369.0,8115.0,3817.0,3322.0, Estonia
,,2690.0,330.0,6181.0,4921.0,3692.0,860.0,7152.0,2209.0,9209.0,4395.0, Somalia
889.0,2047.0,1613.0,9709.0,2032.0,3050.0,,3432.0,9734.0,1462.0,,8978.0, Bolivia (Plurinational State of)
191.0,8712.0,7191.0,6581.0,2020.0,3235.0,5902.0,5712.0,,8692.0,1366.0,1465.0, China
6372.0,8311.0,9906.0,4462.0,3292.0,3602.0,2889.0,437.0,9771.0,5305.0,3054.0,1535.0, Tajikistan
,1252.0,1879.0,4372.0,,6353.0,3567.0,9809.0,7151.0,,5756.0,, Poland
1657.0,2467.0,4086.0,9796.0,2356.0,1281.0,9462.0,7014.0,2960.0,6724.0,,7550.0, Oman
2226.0,8085.0,9914.0,2046.0,9925.0,1536.0,201.0,5836.0,319.0,1921.0,1862.0,4565.0, Mexico
7569.0,8213.0,8816.0,1054.0,1240.0,6591.0,9585.0,5737.0,2765.0,6340.0,3703.0,4023.0, Niue
4514.0,5503.0,4108.0,1039.0,7422.0,260.0,,9143.0,557.0,330.0,4783.0,6635.0, Iran (Islamic Republic of)
1412.0,9880.0,,9701.0,,8902.0,4576.0,3209.0,8173.0,,5809.0,7826.0, Somalia
595.0,4549.0,9796.0,1748.0,7643.0,7244.0,,1682.0,5448.0,3237.0,9646.0,2224.0, Ireland
8310.0,,4295.0,849.0,6985.0,7309.0,2708.0,4852.0,2725.0,1526.0,,3834.0, Sint Maarten (Dutch part)
5584.0,7377.0,6067.0,9098.0,1176.0,2647.0,267.0,4474.0,4937.0,1275.0,9036.0,8739.0, Togo
2161.0,,7367.0,,5809.0,6552.0,8609.0,9299.0,7315.0,216.0,,1728.0, Montserrat
,9862.0,1814.0,9205.0,5186.0,7121.0,8339.0,3570.0,2235.0,2115.0,4373.0,6256.0, Montserrat
2193.0,4155.0,8300.0,2352.0,9007.0,9105.0,8896.0,5832.0,3176.0,7440.0,9367.0,7568.0, Slovenia
,4477.0,2963.0,7995.0,920.0,5053.0,8785.0,3038.0,7529.0,8139.0,,2956.0, Niger
7404.0,,8011.0,6781.0,420.0,3245.0,5230.0,3690.0,7960.0,258.0,5900.0,6627.0, Tunisia
5988.0,8743.0,3276.0,,2867.0,5344.0,2394.0,9029.0,,5016.0,4524.0,2737.0, Montserrat
9562.0,9921.0,6990.0,9223.0,5010.0,6409.0,8241.0,2958.0,2852.0,4030.0,1696.0,, Rwanda
1841.0,9365.0,9852.0,3825.0,5335.0,,4757.0,5386.0,8766.0,,6941.0,3943.0, Mexico
6467.0,6865.0,7481.0,1200.0,2707.0,9973.0,5667.0,7574.0,8671.0,3969.0,53.0,7542.0, Cocos (Keeling) Islands
8043.0,8308.0,779.0,2772.0,5329.0,7950.0,4871.0,4500.0,3079.0,,8764.0,, Eswatini
5452.0,6194.0,3534.0,2330.0,3274.0,9214.0,2748.0,2046.0,1527.0,1509.0,2446.0,9178.0, Ukraine
8225.0,,1663.0,1738.0,8257.0,5273.0,6904.0,8846.0,6161.0,5194.0,4520.0,3728.0, Maldives
3122.0,6574.0,842.0,4198.0,7217.0,3162.0,3375.0,9347.0,8464.0,8658.0,5664.0,947.0, Haiti
,8544.0,7425.0,1187.0,1252.0,7190.0,6987.0,,4310.0,902.0,6982.0,3481.0, Sierra Leone
7287.0,8175.0,4612.0,5075.0,7669.0,8045.0,2946.0,2866.0,3291.0,9483.0,831.0,2873.0, Central African Republic
7739.0,1916.0,,599.0,3170.0,9887.0,7026.0,1446.0,2550.0,1191.0,1297.0,6901.0, Cayman Islands
8335.0,9395.0,2411.0,2130.0,8384.0,9881.0,4432.0,1128.0,1271.0,6528.0,141.0,2585.0, Montenegro
3292.0,7121.0,8106.0,4220.0,4625.0,4027.0,576.0,4886.0,2338.0,1423.0,4851.0,9507.0, Rwanda
,,7704.0,5165.0,1078.0,6381.0,3469.0,,9782.0,5932.0,9084.0,9904.0, Åland Islands
42.0,3903.0,4637.0,2066.0,9590.0,4252.0,2354.0,5145.0,7647.0,2136.0,6809.0,3769.0, Germany
3118.0,9449.0,3174.0,,3409.0,4684.0,1181.0,2714.0,8608.0,8347.0,7768.0,6705.0, Mexico
2153.0,1223.0,2914.0,3152.0,314.0,7315.0,6418.0,580.0,3360.0,2670.0,4199.0,, Réunion
6484.0,8305.0,903.0,6198.0,8182.0,1728.0,7438.0,6707.0,3973.0,690.0,8262.0,2627.0, Hong Kong
,8249.0,9425.0,2391.0,796.0,2175.0,,1910.0,1005.0,3080.0,4146.0,7669.0, Seychelles
1986.0,5314.0,6553.0,8983.0,6628.0,798.0,2897.0,313.0,9519.0,36.0,333.0,2720.0, Qatar
1729.0,4506.0,4543.0,9633.0,708.0,7055.0,3929.0,3852.0,,1807.0,3394.0,8767.0, Central African Republic
3641.0,8058.0,8150.0,7080.0,7471.0,2062.0,2623.0,695.0,17.0,5586.0,7558.0,, United States Minor Outlying Islands
5406.0,144.0,7590.0,,8926.0,686.0,5828.0,,6175.0,4470.0,9110.0,6556.0, Uzbekistan
,453.0,8304.0,2435.0,3502.0,3931.0,851.0,5221.0,7414.0,8607.0,9876.0,3481.0, Gambia
,,9800.0,1336.0,2871.0,6362.0,7738.0,4495.0,,4975.0,7528.0,4321.0, American Samoa
9888.0,,6297.0,5867.0,56.0,,,1994.0,1298.0,5745.0,6413.0,9920.0, Switzerland
6899.0,5741.0,9839.0,2219.0,5882.0,,6287.0,436.0,995.0,2821.0,1002.0,3882.0, Tokelau
6938.0,5764.0,4772.0,9810.0,8257.0,8511.0,346.0,2558.0,8770.0,1707.0,2862.0,, Barbados
2637.0,9189.0,7137.0,3033.0,3382.0,6208.0,6467.0,8882.0,4742.0,,5031.0,939.0, Åland Islands
4451.0,,8645.0,7952.0,7962.0,4919.0,,4366.0,2850.0,9325.0,8079.0,3648.0, Sudan
9967.0,8823.0,7463.0,2976.0,9371.0,1966.0,,4249.0,9762.0,7757.0,8934.0,8953.0, Dominican Republic
6683.0,9268.0,,4055.0,1479.0,9828.0,3417.0,9320.0,4881.0,,8581.0,752.0, United Kingdom of Great Britain and Northern Ireland
431.0,,1884.0,,735.0,,3020.0,,2856.0,2494.0,9539.0,7603.0, Mali
9722.0,7428.0,5233.0,5789.0,7824.0,5116.0,7578.0,6260.0,6804.0,4113.0,541.0,3198.0, Russian Federation
4071.0,2274.0,4967.0,5405.0,1233.0,,9898.0,,1734.0,9541.0,6115.0,7309.0, Cameroon
1602.0,8811.0,5152.0,4368.0,8406.0,3791.0,84.0,5975.0,7293.0,830.0,,4036.0, Paraguay
7078.0,108.0,985.0,7725.0,4484.0,4382.0,5248.0,1319.0,1396.0,9908.0,3820.0,7189.0, Dominican Republic
791.0,7678.0,7883.0,9217.0,7382.0,5584.0,6683.0,806.0,3375.0,5422.0,,9898.0, Zambia
7420.0,6571.0,4137.0,2891.0,1667.0,56.0,6230.0,7749.0,3116.0,7616.0,5297.0,2773.0, Chile
4929.0,4223.0,7838.0,846.0,2754.0,4477.0,4252.0,6145.0,588.0,1371.0,6693.0,, Costa Rica
95.0,,4335.0,8813.0,4921.0,207.0,1331.0,7344.0,8117.0,6524.0,8077.0,3720.0, Canada
4960.0,8702.0,2336.0,5790.0,3413.0,8462.0,4495.0,565.0,9004.0,9910.0,6097.0,1072.0, Tuvalu
7052.0,8986.0,,4285.0,8340.0,,6269.0,1595.0,,8422.0,4834.0,9698.0, Mauritania
6289.0,5879.0,836.0,,2255.0,7259.0,3173.0,9270.0,3818.0,4760.0,2261.0,5753.0, South Sudan
6183.0,783.0,8212.0,5731.0,,,7862.0,,3403.0,6050.0,5971.0,4248.0, Pakistan
5013.0,8082.0,,6598.0,3101.0,8762.0,7124.0,9224.0,851.0,4809.0,181.0,6309.0, Malawi
7152.0,1543.0,4312.0,8585.0,6205.0,4549.0,7007.0,8902.0,7565.0,,4826.0,687.0, Antarctica
177.0,,476.0,6890.0,,479.0,1632.0,,682.0,6748.0,7433.0,4979.0, Venezuela (Bolivarian Republic of)
1069.0,6189.0,5850.0,3735.0,7821.0,4993.0,,2546.0,3348.0,,,6650.0, Holy See
273.0,2722.0,7407.0,3732.0,8410.0,9677.0,1768.0,9031.0,135.0,686.0,5836.0,8157.0, Saint Kitts and Nevis
3913.0,8440.0,8360.0,7238.0,4510.0,1739.0,7614.0,4427.0,6840.0,9624.0,,8900.0, Gabon
3126.0,4100.0,8977.0,153.0,5751.0,8535.0,134.0,9906.0,1955.0,6192.0,,630.0, Tuvalu
7898.0,691.0,3014.0,6213.0,36.0,6701.0,6262.0,3479.0,5710.0,4133.0,3979.0,7942.0, Fiji
,779.0,431.0,,8571.0,1783.0,957.0,594.0,5703.0,2813.0,8.0,2303.0, Palau
1447.0,1486.0,4834.0,,9859.0,5404.0,7487.0,3637.0,,647.0,8131.0,5024.0, Christmas Island
5650.0,2622.0,8105.0,7724.0,7021.0,4469.0,8960.0,1701.0,4000.0,8112.0,2153.0,7494.0, Hungary
4927.0,5675.0,748.0,3979.0,5655.0,2092.0,6255.0,6095.0,4478.0,304.0,,8444.0, Honduras
6765.0,6049.0,114.0,,5021.0,3729.0,6183.0,8601.0,8203.0,766.0,3816.0,9595.0, Norfolk Island
90.0,6973.0,7747.0,1573.0,9299.0,5125.0,3589.0,3066.0,9372.0,,643.0,9375.0, Jamaica
,7154.0,911.0,292.0,6613.0,6269.0,1038.0,8752.0,1359.0,8429.0,5663.0,158.0, Ecuador
8474.0,3606.0,308.0,53.0,1952.0,951.0,8873.0,3199.0,6156.0,8490.0,4431.0,3278.0, Christmas Island
1611.0,2407.0,515.0,4144.0,3917.0,3189.0,9764.0,4723.0,206.0,6067.0,3057.0,7103.0, Serbia
814.0,1994.0,4095.0,3136.0,,5176.0,6925.0,2723.0,9684.0,9896.0,7046.0,1354.0, Morocco
7688.0,9773.0,,9920.0,1565.0,5652.0,5163.0,1808.0,4428.0,316.0,5210.0,5116.0, Burundi
3600.0,9204.0,6989.0,9581.0,1810.0,,8613.0,,4931.0,784.0,2297.0,9640.0, Kiribati
8392.0,9331.0,,2334.0,9257.0,8512.0,8061.0,1849.0,9652.0,3821.0,2985.0,7093.0, Saint Barthélemy
761.0,5104.0,,1783.0,6259.0,8772.0,,5726.0,2337.0,4092.0,9411.0,7254.0, Nicaragua
1673.0,9066.0,8280.0,5496.0,7979.0,5539.0,6761.0,4292.0,3116.0,,185.0,7368.0, Iran (Islamic Republic of)
6285.0,,159.0,3412.0,9182.0,3164.0,,,,5613.0,8798.0,2637.0, Iceland
2105.0,5164.0,5137.0,4594.0,4848.0,7603.0,1856.0,3016.0,8636.0,6977.0,,3886.0, Jersey
2081.0,3255.0,1326.0,9521.0,2897.0,544.0,8627.0,9491.0,,1935.0,8103.0,156.0, Bhutan
5688.0,3809.0,,,8896.0,1479.0,2745.0,1981.0,5713.0,,1670.0,8442.0, Saudi Arabia
8490.0,9021.0,2335.0,911.0,292.0,1518.0,4943.0,8703.0,7538.0,1597.0,1286.0,7880.0, Tonga
7644.0,3885.0,7388.0,3371.0,3256.0,5524.0,2315.0,,608.0,6246.0,7738.0,4350.0, Canada
6281.0,357.0,3841.0,62.0,7326.0,7820.0,844.0,7446.0,4066.0,,5803.0,5926.0, Cameroon
7256.0,296.0,2989.0,1750.0,2583.0,7518.0,1111.0,984.0,5347.0,5328.0,3843.0,569.0, Norfolk Island
3412.0,3782.0,1419.0,,2526.0,6542.0,5321.0,690.0,9105.0,2548.0,4604.0,1059.0, Indonesia
240.0,8168.0,51.0,,1092.0,4910.0,9767.0,3071.0,8733.0,7141.0,2347.0,5891.0, Burkina Faso
5374.0,1874.0,7525.0,4150.0,5260.0,3126.0,9304.0,4907.0,9052.0,885.0,4080.0,6053.0, French Guiana
,7338.0,1103.0,3929.0,172.0,4375.0,2345.0,7220.0,6516.0,5439.0,5839.0,2819.0, Chad
4534.0,1967.0,8740.0,6325.0,634.0,7199.0,,7124.0,562.0,5075.0,4577.0,9570.0, Palau
5052.0,383.0,2685.0,5598.0,8945.0,1326.0,8680.0,,7364.0,8863.0,,8585.0, Eritrea
7716.0,723.0,5756.0,7799.0,9063.0,2657.0,2161.0,997.0,9680.0,1045.0,,3707.0, Burkina Faso
3056.0,,4977.0,1124.0,1390.0,6894.0,3411.0,3270.0,5974.0,9825.0,5062.0,1176.0, Kyrgyzstan
9029.0,2704.0,5105.0,,5923.0,2660.0,157.0,6052.0,294.0,9184.0,,7253.0," Palestine, State of"
5046.0,9557.0,9481.0,3512.0,1744.0,2153.0,2183.0,8472.0,721.0,6245.0,8430.0,5193.0, Argentina
5475.0,,2157.0,9171.0,4557.0,3893.0,9134.0,8855.0,5213.0,7551.0,8135.0,8320.0, Monaco
2135.0,1566.0,9698.0,989.0,1475.0,8606.0,8786.0,6312.0,1021.0,2795.0,2396.0,143.0, Brunei Darussalam
7061.0,2290.0,,2409.0,7755.0,5037.0,5564.0,5523.0,4020.0,,8104.0,7480.0, Oman
8955.0,9267.0,8121.0,8690.0,4917.0,6656.0,4711.0,680.0,5201.0,5308.0,6800.0,5334.0, New Zealand
4474.0,855.0,3362.0,8858.0,,6691.0,1998.0,6159.0,322.0,8092.0,4378.0,2374.0, Sri Lanka
2283.0,2086.0,1304.0,9163.0,,5439.0,538.0,1525.0,1129.0,8433.0,8283.0,6904.0, Belize
7618.0,7791.0,2280.0,6549.0,3524.0,9690.0,9297.0,3499.0,1490.0,6898.0,7807.0,3218.0, Nigeria
,,5346.0,928.0,6044.0,4882.0,1056.0,3312.0,2095.0,,,5752.0, Bosnia and Herzegovina
9757.0,7393.0,5728.0,2501.0,5089.0,6301.0,1160.0,8224.0,4728.0,9053.0,9005.0,1598.0, Nicaragua
,4525.0,4424.0,9261.0,2282.0,1574.0,7.0,1602.0,5628.0,912.0,2946.0,1264.0, Brunei Darussalam
5536.0,3898.0,9548.0,3293.0,,1745.0,1427.0,4145.0,,4997.0,1145.0,4703.0, Mongolia
5344.0,2365.0,1218.0,4463.0,4973.0,861.0,3512.0,3273.0,9083.0,6133.0,3865.0,8018.0, Micronesia (Federated States of)
4880.0,1307.0,8566.0,7009.0,,9278.0,2769.0,7083.0,2415.0,9009.0,8105.0,3816.0, Philippines
5185.0,1292.0,,7701.0,6560.0,1570.0,587.0,9247.0,1788.0,6012.0,3982.0,, French Polynesia
3795.0,,844.0,5093.0,,,401.0,9103.0,6948.0,4053.0,1337.0,6835.0, Nauru
5643.0,3608.0,1351.0,1444.0,6863.0,9330.0,2917.0,6022.0,3803.0,7713.0,1649.0,2628.0, Togo
755.0,,278.0,80.0,1649.0,9528.0,2403.0,6424.0,7465.0,6317.0,4822.0,4347.0, Equatorial Guinea
3333.0,3577.0,3725.0,7953.0,13.0,2744.0,4741.0,4611.0,6244.0,353.0,2811.0,5775.0, Mayotte
734.0,8226.0,2227.0,8081.0,8841.0,7871.0,6497.0,8846.0,9388.0,4203.0,215.0,8493.0, Vanuatu
8513.0,8177.0,,2740.0,6502.0,398.0,8209.0,4542.0,9981.0,8963.0,3580.0,3757.0, South Africa
2594.0,3605.0,304.0,5590.0,43.0,118.0,7053.0,998.0,4929.0,7524.0,7504.0,8469.0, Bulgaria
1939.0,3926.0,3026.0,5404.0,3170.0,3188.0,3749.0,2763.0,1222.0,8474.0,3949.0,, Northern Mariana Islands
488.0,4779.0,271.0,1001.0,8086.0,886.0,4669.0,,4956.0,,725.0,8246.0, Saint Lucia
2075.0,5610.0,,,9052.0,,7535.0,9750.0,4172.0,6576.0,2743.0,4880.0, Bolivia (Plurinational State of)
,8968.0,,5987.0,3989.0,5388.0,8139.0,,4351.0,7223.0,9702.0,8919.0, Puerto Rico
,9814.0,8240.0,9659.0,4827.0,7306.0,3277.0,4878.0,3655.0,9347.0,8872.0,9594.0, Senegal
327.0,2710.0,,6726.0,,1894.0,4058.0,1650.0,976.0,1308.0,,163.0, Chile
,8033.0,4625.0,9180.0,3521.0,2850.0,7048.0,4558.0,,2598.0,9349.0,9549.0, Ukraine
,,9742.0,,4045.0,9928.0,,9378.0,,4218.0,7840.0,, Seychelles
3982.0,,8131.0,5623.0,9241.0,3668.0,9294.0,9583.0,4966.0,9571.0,7433.0,2288.0, Western Sahara
4177.0,,4978.0,9144.0,5616.0,3570.0,159.0,8791.0,1438.0,4851.0,1231.0,406.0, Turks and Caicos Islands
5164.0,4756.0,,9208.0,6017.0,4863.0,2006.0,,8143.0,2151.0,8603.0,7285.0, Pakistan
5741.0,5687.0,3032.0,3214.0,4595.0,866.0,8804.0,1164.0,1380.0,7991.0,2368.0,7989.0, Suriname
9845.0,1556.0,6430.0,7746.0,8131.0,8445.0,8670.0,7578.0,3360.0,9281.0,9977.0,6189.0, Slovenia
7418.0,7634.0,9370.0,2496.0,4121.0,5076.0,,5377.0,524.0,2922.0,,5471.0, Martinique
2958.0,8259.0,2699.0,8467.0,7603.0,5824.0,2373.0,8570.0,7015.0,7260.0,6814.0,691.0, United States of America
814.0,3600.0,2810.0,9069.0,7503.0,4054.0,1156.0,9152.0,4686.0,6705.0,9887.0,2892.0, Tokelau
586.0,8272.0,,2219.0,1045.0,7356.0,9979.0,254.0,1191.0,2864.0,2152.0,4508.0, American Samoa
759.0,5409.0,9807.0,2887.0,246.0,6821.0,3805.0,2820.0,1722.0,,8278.0,8662.0, Cabo Verde
1936.0,9572.0,8795.0,825.0,1232.0,9445.0,4009.0,900.0,7615.0,6316.0,,6466.0, Monaco
5195.0,9968.0,9527.0,248.0,4598.0,8814.0,5336.0,6218.0,4308.0,7433.0,8849.0,6747.0, Qatar
8030.0,4313.0,2881.0,9813.0,1959.0,7004.0,7888.0,7774.0,5891.0,4646.0,9604.0,6709.0, Iran (Islamic Republic of)
1784.0,4653.0,4643.0,5058.0,,5501.0,1865.0,8693.0,1023.0,8026.0,7701.0,499.0, Latvia
2631.0,9335.0,8773.0,994.0,7246.0,1926.0,2665.0,8294.0,8548.0,9470.0,1338.0,3754.0, Chile
8195.0,9447.0,9199.0,7669.0,5355.0,9950.0,3438.0,7346.0,7576.0,3501.0,7316.0,8429.0, New Caledonia
,,5896.0,8597.0,6969.0,7344.0,4812.0,8415.0,9243.0,9491.0,7941.0,8585.0, Comoros
,3405.0,6885.0,9059.0,,1402.0,8641.0,5104.0,31.0,4956.0,306.0,5527.0, Western Sahara
8220.0,8055.0,4877.0,2944.0,4564.0,1917.0,3606.0,7504.0,6513.0,969.0,4012.0,, Burundi
7674.0,4442.0,4819.0,2468.0,7043.0,9450.0,5545.0,8327.0,499.0,3.0,4583.0,3140.0, Bangladesh
8282.0,94.0,,8264.0,6162.0,,7220.0,6727.0,4672.0,1013.0,,3593.0, Gibraltar
8279.0,2867.0,,54.0,,8860.0,1608.0,8460.0,8120.0,5812.0,8767.0,2960.0, Somalia
6149.0,8511.0,445.0,917.0,5593.0,4315.0,6781.0,9459.0,3935.0,3983.0,5415.0,8796.0, Qatar
1985.0,,2895.0,9302.0,2566.0,1878.0,,4371.0,5219.0,5653.0,4790.0,2740.0, Saint Kitts and Nevis
5478.0,9577.0,1716.0,8352.0,8230.0,133.0,479.0,6021.0,5045.0,5306.0,948.0,8449.0, Vanuatu
4966.0,,696.0,8426.0,3721.0,6180.0,119.0,5023.0,1030.0,1314.0,1443.0,6390.0, Panama
6740.0,6801.0,4464.0,1812.0,,2081.0,6190.0,6468.0,6882.0,358.0,,7961.0, Mongolia
9045.0,7599.0,5534.0,7810.0,1856.0,1073.0,18.0,9921.0,2501.0,5563.0,4530.0,7488.0, New Zealand
6738.0,3788.0,9640.0,6063.0,2704.0,5463.0,5073.0,5523.0,8131.0,,5592.0,9804.0, Tuvalu
6179.0,,8841.0,7977.0,1897.0,,3612.0,7606.0,5679.0,9242.0,8592.0,549.0, Kazakhstan
3572.0,3123.0,3250.0,4697.0,8536.0,4364.0,7841.0,9267.0,3738.0,9672.0,8290.0,7234.0, Croatia
5617.0,2637.0,,8250.0,5934.0,5390.0,2827.0,4015.0,1210.0,4268.0,2478.0,6780.0, Algeria
4199.0,5559.0,4927.0,981.0,9282.0,3819.0,9710.0,3312.0,,5192.0,5340.0,6684.0, Mali
8486.0,3366.0,405.0,3461.0,6768.0,2144.0,8414.0,3010.0,9732.0,,4596.0,9837.0, French Guiana
3611.0,945.0,164.0,5668.0,2244.0,5501.0,5940.0,6528.0,7949.0,8250.0,6167.0,2022.0, Mayotte
6322.0,7726.0,5704.0,8242.0,9813.0,4742.0,812.0,229.0,1092.0,9465.0,2733.0,3482.0, Zambia
3178.0,6413.0,7994.0,6300.0,2564.0,9507.0,4222.0,2353.0,3411.0,2765.0,8233.0,4427.0, Madagascar
6287.0,2990.0,3208.0,5839.0,8917.0,218.0,6088.0,5009.0,3420.0,2645.0,7415.0,9895.0, Italy
3360.0,1571.0,2784.0,6848.0,2854.0,5008.0,3829.0,,767.0,5852.0,5888.0,3564.0, Tajikistan
7794.0,9558.0,4503.0,8768.0,7175.0,7970.0,7895.0,1391.0,3112.0,9243.0,6691.0,1795.0, Sao Tome and Principe
