JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,ORIGIN_OR_DESTINATION
2998.0,9265.0,2500.0,8141.0,1181.0,635.0,,7719.0,3366.0,7290.0,1129.0,5307.0, Israel
8123.0,5212.0,7735.0,1185.0,852.0,7276.0,8815.0,2497.0,9717.0,3026.0,5018.0,4027.0, Burundi
3501.0,5048.0,,4468.0,1399.0,7290.0,7980.0,9511.0,6406.0,5466.0,6028.0,1057.0, Cameroon
8619.0,2059.0,8943.0,699.0,9505.0,9545.0,8001.0,,5727.0,2966.0,3312.0,2839.0, Sierra Leone
8794.0,9901.0,3164.0,,5073.0,3548.0,9096.0,2950.0,2102.0,4510.0,,2768.0, Belgium
3598.0,7635.0,3330.0,,7357.0,9766.0,824.0,4463.0,3456.0,7707.0,5950.0,4420.0, Western Sahara
2313.0,7562.0,7474.0,7935.0,3659.0,,1897.0,5401.0,7025.0,2282.0,3077.0,4293.0, Monaco
6192.0,3979.0,5667.0,8573.0,6919.0,9917.0,6568.0,8826.0,5855.0,9328.0,5449.0,5645.0, Guatemala
1551.0,5160.0,3493.0,6486.0,8983.0,3444.0,7777.0,3987.0,6576.0,,823.0,6406.0, Romania
4819.0,3032.0,6839.0,9737.0,6095.0,6334.0,4810.0,995.0,4712.0,8476.0,7731.0,642.0, Thailand
869.0,2616.0,6565.0,3455.0,815.0,9650.0,,4230.0,7599.0,2142.0,4796.0,1974.0, Sint Maarten (Dutch part)
454.0,2685.0,1541.0,3634.0,50.0,,6566.0,449.0,7691.0,2371.0,407.0,3189.0, American Samoa
6186.0,7010.0,,943.0,6461.0,1845.0,1986.0,3375.0,8511.0,6045.0,5197.0,6655.0, Bouvet Island
8488.0,3871.0,6295.0,6289.0,7579.0,,8047.0,2057.0,7441.0,7550.0,,6813.0, Algeria
5884.0,4080.0,3722.0,2595.0,5431.0,5817.0,8049.0,5546.0,6184.0,5218.0,4729.0,9562.0, Antarctica
9842.0,6854.0,8906.0,7442.0,7884.0,9198.0,7076.0,151.0,9023.0,9961.0,6330.0,7128.0, Cabo Verde
6709.0,2681.0,7074.0,5043.0,5823.0,8663.0,351.0,4903.0,5793.0,4882.0,,9123.0, Romania
5016.0,2304.0,727.0,3481.0,3005.0,3917.0,4303.0,2510.0,2650.0,6988.0,213.0,9787.0, Angola
5711.0,6750.0,2766.0,,7913.0,7549.0,1023.0,9878.0,5385.0,8086.0,6434.0,, Dominican Republic
4546.0,8150.0,4441.0,3339.0,3458.0,1160.0,1392.0,4154.0,9017.0,1703.0,6992.0,2241.0, Egypt
6613.0,348.0,4599.0,,220.0,1587.0,8068.0,9637.0,9546.0,6435.0,9159.0,, North Macedonia
8500.0,339.0,1659.0,8680.0,4286.0,,3132.0,1208.0,2639.0,1381.0,8330.0,9839.0, Jordan
6037.0,4019.0,8716.0,253.0,5162.0,6158.0,7651.0,272.0,9940.0,6283.0,5520.0,8818.0, Eritrea
,6431.0,1525.0,1978.0,9401.0,2815.0,164.0,3454.0,,4771.0,8452.0,4657.0, Wallis and Futuna
4281.0,8259.0,6319.0,,7663.0,4008.0,7021.0,5576.0,2030.0,5826.0,443.0,6361.0, Turks and Caicos Islands
2558.0,1848.0,3606.0,,3397.0,5197.0,9294.0,5699.0,7795.0,657.0,2352.0,5714.0," Saint Helena, Ascension and Tristan da Cunha"
2558.0,8167.0,1199.0,972.0,6003.0,4761.0,5955.0,1962.0,7034.0,4398.0,6811.0,5625.0, Montenegro
2389.0,,7612.0,5416.0,2767.0,1891.0,7664.0,643.0,9953.0,554.0,5778.0,8757.0, Western Sahara
4633.0,2119.0,2405.0,3687.0,,4302.0,1248.0,5029.0,7536.0,7955.0,8161.0,3143.0, Thailand
4837.0,4891.0,7784.0,8914.0,8732.0,9505.0,,,7861.0,3680.0,5535.0,1224.0, Dominica
4182.0,1443.0,,268.0,834.0,5159.0,6652.0,7701.0,1391.0,7817.0,6761.0,2387.0, Ecuador
1079.0,2126.0,3068.0,,8747.0,8064.0,3.0,4216.0,6048.0,7698.0,6252.0,8551.0, Saint Barthélemy
5216.0,1179.0,8497.0,6405.0,1663.0,667.0,6394.0,2376.0,5114.0,1798.0,,1918.0, Mexico
,7857.0,9708.0,2024.0,5775.0,9500.0,5355.0,5993.0,8253.0,6472.0,9620.0,354.0, Bolivia (Plurinational State of)
9401.0,6356.0,6428.0,2808.0,2446.0,7836.0,8465.0,612.0,4559.0,9300.0,6872.0,4870.0, Congo
5409.0,7881.0,3010.0,4325.0,3468.0,3994.0,,2777.0,5721.0,9788.0,242.0,8108.0, Armenia
6957.0,9930.0,5946.0,2801.0,3168.0,748.0,6566.0,5395.0,5115.0,8177.0,1882.0,9464.0, France
311.0,2439.0,9429.0,9651.0,3142.0,6865.0,,,5757.0,9344.0,,5517.0, Uruguay
2721.0,,5180.0,1112.0,3496.0,5507.0,829.0,7245.0,4789.0,6992.0,,5050.0," Moldova, Republic of"
1415.0,6415.0,3005.0,7295.0,7278.0,6100.0,6538.0,1952.0,6676.0,8171.0,9227.0,2341.0, Comoros
1538.0,6118.0,1716.0,3321.0,1968.0,,172.0,,969.0,289.0,4467.0,2972.0, Oman
6398.0,3118.0,8431.0,293.0,8613.0,,1974.0,5555.0,,8333.0,3520.0,6056.0, Serbia
1262.0,7814.0,3462.0,6901.0,2429.0,1443.0,225.0,1884.0,6163.0,9730.0,6315.0,8167.0, Monaco
9895.0,3065.0,4995.0,1459.0,5213.0,7593.0,9955.0,3418.0,1469.0,6049.0,4957.0,2363.0, Tuvalu
4401.0,3706.0,8090.0,9374.0,1253.0,6351.0,61.0,5092.0,5749.0,8866.0,2356.0,1832.0, Northern Mariana Islands
7086.0,,8946.0,,4436.0,,,,7373.0,147.0,1371.0,6621.0, Belgium
8273.0,4307.0,9688.0,713.0,155.0,7262.0,7386.0,,,4134.0,8107.0,7657.0," Korea, Republic of"
4654.0,5750.0,3931.0,3447.0,5120.0,8264.0,6860.0,4911.0,3950.0,1668.0,5514.0,8806.0, Guatemala
8030.0,3907.0,3934.0,8852.0,7744.0,,815.0,5094.0,2683.0,6587.0,5573.0,3661.0, Saint Kitts and Nevis
7264.0,9128.0,3343.0,5301.0,5766.0,8079.0,5340.0,2125.0,2596.0,,9367.0,4484.0, Trinidad and Tobago
8487.0,473.0,3765.0,127.0,6755.0,185.0,4178.0,7235.0,5183.0,5948.0,2681.0,4898.0, San Marino
5368.0,655.0,6045.0,5820.0,8602.0,1133.0,8711.0,1410.0,5826.0,37.0,2876.0,609.0, United States of America
2901.0,,5447.0,4924.0,7886.0,7925.0,2980.0,,5740.0,4555.0,3917.0,6812.0, Iran (Islamic Republic of)
2631.0,6375.0,4741.0,4419.0,8893.0,2542.0,,263.0,,8005.0,7792.0,692.0, Papua New Guinea
8543.0,6146.0,7263.0,1225.0,7738.0,4766.0,6443.0,3226.0,460.0,7217.0,5453.0,3070.0, Korea (Democratic People's Republic of)
5327.0,5859.0,7099.0,7103.0,1809.0,8776.0,6319.0,544.0,6926.0,7328.0,4106.0,581.0, Yemen
8395.0,5244.0,1055.0,8134.0,319.0,1562.0,9648.0,1738.0,3009.0,2293.0,7919.0,1995.0," Bonaire, Sint Eustatius and Saba"
8098.0,9474.0,2670.0,5013.0,2865.0,2513.0,8320.0,587.0,2990.0,7604.0,8113.0,5281.0, Holy See
993.0,4315.0,1134.0,5663.0,,4739.0,6401.0,7238.0,1501.0,9005.0,3467.0,, Luxembourg
7249.0,,5309.0,8930.0,2591.0,5966.0,3300.0,8042.0,9802.0,4400.0,8951.0,9470.0, China
8049.0,7652.0,9211.0,938.0,9451.0,6717.0,2679.0,7159.0,,404.0,2203.0,5491.0, Northern Mariana Islands
875.0,3853.0,8175.0,,8000.0,6436.0,6204.0,4880.0,4859.0,1073.0,8299.0,2927.0, Bahrain
6724.0,182.0,7021.0,,8239.0,7111.0,5313.0,5635.0,5534.0,7795.0,4150.0,7834.0, India
5358.0,4819.0,9782.0,6684.0,8635.0,5044.0,,2511.0,9807.0,53.0,,2461.0, Mexico
3894.0,8779.0,3702.0,9588.0,8699.0,178.0,3244.0,,2584.0,27.0,5991.0,4468.0, Vanuatu
2719.0,7164.0,2593.0,4641.0,5234.0,539.0,3357.0,2378.0,7034.0,7208.0,,4632.0, South Africa
166.0,8998.0,91.0,471.0,8540.0,576.0,812.0,3978.0,1459.0,6405.0,5315.0,1194.0, Tuvalu
3609.0,9218.0,6344.0,6297.0,4881.0,3705.0,7208.0,5201.0,2194.0,3750.0,9751.0,8317.0, Georgia
6770.0,6758.0,3355.0,9558.0,7131.0,8965.0,8430.0,4777.0,4682.0,,,2492.0, Australia
8694.0,687.0,2572.0,5259.0,4047.0,2317.0,2708.0,,6286.0,5825.0,3817.0,3173.0, Guadeloupe
725.0,3855.0,973.0,,3502.0,4084.0,9160.0,8575.0,766.0,739.0,6752.0,, Gambia
2574.0,5182.0,2717.0,3273.0,9169.0,9614.0,926.0,7935.0,6079.0,933.0,6151.0,897.0, Mayotte
1263.0,5294.0,2164.0,9505.0,2984.0,,7767.0,3925.0,7425.0,3772.0,9571.0,6302.0, Cyprus
7178.0,9395.0,4918.0,9340.0,,5839.0,5634.0,7291.0,,2904.0,6579.0,7369.0, Armenia
3446.0,877.0,7816.0,,7086.0,7082.0,,4633.0,1000.0,1038.0,6408.0,, Montenegro
9544.0,9988.0,3253.0,1414.0,7182.0,3890.0,1679.0,6390.0,9410.0,7477.0,2299.0,4130.0, Costa Rica
9355.0,4344.0,6499.0,6553.0,7349.0,196.0,7602.0,5726.0,9391.0,2247.0,,4828.0, Ecuador
9748.0,841.0,1622.0,9483.0,3481.0,9335.0,9088.0,726.0,9926.0,9381.0,1043.0,5555.0, Zimbabwe
9533.0,2718.0,2934.0,2256.0,1378.0,4448.0,6679.0,2632.0,6627.0,5718.0,5599.0,3687.0, Saint Vincent and the Grenadines
,3647.0,7775.0,8523.0,150.0,847.0,,8835.0,,7888.0,2510.0,3695.0, Nepal
2616.0,4630.0,,1158.0,8816.0,,8139.0,8293.0,948.0,4426.0,3295.0,4348.0, Andorra
7085.0,5560.0,7436.0,9967.0,3044.0,7430.0,5544.0,7538.0,,,7934.0,8713.0, Comoros
1189.0,,381.0,7989.0,6589.0,1413.0,7400.0,4251.0,,8480.0,9748.0,6217.0, Syrian Arab Republic
2440.0,,9404.0,7073.0,6287.0,4575.0,4840.0,797.0,,,9939.0,6351.0, Greece
7433.0,4201.0,9096.0,6262.0,43.0,,9455.0,9201.0,9805.0,941.0,4267.0,2867.0, Argentina
1456.0,9492.0,9000.0,3016.0,7183.0,1605.0,9167.0,4072.0,191.0,1657.0,9354.0,2828.0, Bosnia and Herzegovina
2564.0,8014.0,4963.0,598.0,8786.0,5230.0,8362.0,4467.0,2494.0,6650.0,2798.0,8854.0, Zimbabwe
8973.0,,6169.0,3968.0,1995.0,4934.0,,5939.0,9851.0,7895.0,7422.0,1338.0, Egypt
2898.0,260.0,9249.0,447.0,7578.0,4787.0,7891.0,1663.0,6003.0,,7178.0,6739.0, Wallis and Futuna
5960.0,6928.0,6062.0,2735.0,,8971.0,4602.0,7410.0,275.0,4439.0,2917.0,6094.0, Switzerland
885.0,19.0,4727.0,6995.0,296.0,5849.0,,1598.0,3468.0,4523.0,511.0,, Brazil
4125.0,7882.0,,,1153.0,1290.0,2203.0,2892.0,4452.0,1725.0,1473.0,, Cuba
6659.0,8562.0,3284.0,6332.0,9057.0,9004.0,3772.0,2060.0,4584.0,1034.0,502.0,1029.0, Suriname
5991.0,8830.0,5875.0,7467.0,8572.0,366.0,6365.0,2360.0,9546.0,1043.0,1236.0,, Guernsey
,5661.0,172.0,5762.0,7655.0,9008.0,1092.0,2553.0,1901.0,,,6151.0, Kuwait
9695.0,476.0,5528.0,2270.0,6213.0,1440.0,2069.0,9605.0,4619.0,2810.0,,1537.0, Bosnia and Herzegovina
6310.0,6744.0,4770.0,1764.0,4422.0,8031.0,,720.0,6279.0,4892.0,5696.0,6639.0, Afghanistan
8152.0,5599.0,6964.0,,,7398.0,3687.0,6633.0,8208.0,2430.0,6347.0,4064.0, Bolivia (Plurinational State of)
3280.0,1541.0,2825.0,2781.0,7361.0,8373.0,6147.0,1937.0,736.0,,478.0,2760.0, Guinea-Bissau
6770.0,6614.0,7934.0,3683.0,,9879.0,1332.0,5442.0,4544.0,7572.0,7458.0,3290.0, Aruba
8847.0,286.0,4909.0,8605.0,4903.0,,4229.0,,3856.0,5035.0,7414.0,1264.0, Spain
3127.0,3424.0,857.0,4599.0,6008.0,84.0,,1609.0,5160.0,3878.0,1367.0,2039.0, Azerbaijan
5321.0,954.0,1380.0,2015.0,1685.0,5222.0,1307.0,7455.0,4254.0,1605.0,,9570.0, Mongolia
6789.0,8370.0,4113.0,8068.0,7882.0,5105.0,4464.0,332.0,9798.0,,7831.0,9364.0, Ireland
3167.0,9419.0,1529.0,8316.0,8925.0,8160.0,6308.0,8766.0,2694.0,9095.0,8771.0,6704.0, Syrian Arab Republic
1816.0,5845.0,2462.0,6872.0,567.0,5051.0,7543.0,5416.0,5501.0,,4610.0,, Lesotho
8558.0,,1344.0,3752.0,4401.0,3924.0,8782.0,1799.0,6874.0,2673.0,609.0,1145.0, Italy
9028.0,6471.0,7035.0,4811.0,9341.0,,9606.0,620.0,1775.0,3729.0,769.0,2740.0, Austria
7650.0,9454.0,52.0,7743.0,9149.0,1295.0,5890.0,8351.0,7621.0,6368.0,1129.0,5337.0, Spain
3492.0,8726.0,7274.0,5525.0,7704.0,1566.0,4006.0,4057.0,2800.0,9996.0,4304.0,1089.0, Saint Martin (French part)
1382.0,6084.0,7963.0,6062.0,7463.0,151.0,798.0,7378.0,8705.0,4686.0,8221.0,5762.0, Cameroon
6830.0,1992.0,3996.0,9128.0,8175.0,9432.0,445.0,2067.0,1610.0,2368.0,4841.0,9839.0, Morocco
4318.0,8459.0,1751.0,2792.0,5513.0,,9721.0,2956.0,9260.0,7422.0,4873.0,39.0, Bosnia and Herzegovina
890.0,8707.0,8991.0,,7021.0,5161.0,244.0,,8373.0,3498.0,7364.0,3013.0, Mali
397.0,1385.0,344.0,5964.0,,5017.0,3921.0,8644.0,5798.0,3342.0,1041.0,9340.0, Seychelles
3421.0,3814.0,5769.0,,,3286.0,6359.0,3225.0,3678.0,8844.0,1977.0,354.0, Norway
,1087.0,9778.0,,5071.0,1775.0,1369.0,7698.0,5478.0,3259.0,9442.0,1595.0, Turkmenistan
6657.0,1836.0,8952.0,3516.0,1283.0,8103.0,5407.0,9195.0,,3708.0,8250.0,6845.0, Saint Kitts and Nevis
8329.0,,7403.0,411.0,7788.0,6350.0,8596.0,212.0,3087.0,3561.0,997.0,7470.0, Israel
2334.0,4204.0,6052.0,4258.0,4546.0,7613.0,2468.0,6473.0,2587.0,9876.0,2446.0,3369.0, Bosnia and Herzegovina
7363.0,9415.0,1713.0,9530.0,9813.0,5474.0,7403.0,7141.0,3641.0,7172.0,6583.0,610.0, Niger
1045.0,9241.0,6599.0,7294.0,2346.0,6307.0,1094.0,4785.0,7120.0,,998.0,6844.0, Viet Nam
1292.0,2361.0,2844.0,3164.0,896.0,4525.0,6598.0,6141.0,,1345.0,2295.0,4620.0, Kazakhstan
4384.0,3014.0,9037.0,6266.0,147.0,,8891.0,,3658.0,543.0,9775.0,2820.0, Saint Lucia
9577.0,6869.0,7672.0,2614.0,1653.0,5946.0,5310.0,6215.0,9241.0,4604.0,6483.0,5836.0, Russian Federation
826.0,8150.0,476.0,6274.0,8234.0,4409.0,1268.0,7531.0,8379.0,2148.0,5398.0,, Mongolia
789.0,1405.0,393.0,5973.0,,9970.0,,4539.0,6049.0,2845.0,1445.0,6583.0, Lebanon
6320.0,9454.0,1762.0,644.0,8412.0,8831.0,2436.0,2825.0,42.0,8340.0,,2248.0, Nepal
7960.0,3977.0,5408.0,666.0,7952.0,8937.0,9001.0,1988.0,1351.0,1334.0,,7438.0, Western Sahara
5844.0,5492.0,9917.0,291.0,754.0,3422.0,4253.0,1637.0,3169.0,,500.0,9281.0, Qatar
3124.0,5535.0,7543.0,82.0,1085.0,7254.0,4867.0,683.0,2681.0,,9066.0,, Niger
804.0,9594.0,3067.0,4469.0,8717.0,3343.0,1076.0,7024.0,757.0,7805.0,5064.0,2942.0, Tunisia
4440.0,3684.0,5779.0,377.0,,,5580.0,974.0,3833.0,4535.0,9277.0,6292.0, United States Minor Outlying Islands
5554.0,3269.0,8783.0,5157.0,4169.0,1001.0,3462.0,2783.0,9428.0,5122.0,5649.0,6316.0, Sri Lanka
7190.0,5585.0,5352.0,6182.0,7033.0,7571.0,2921.0,,5868.0,7520.0,6836.0,7010.0, Costa Rica
9941.0,7816.0,669.0,5131.0,,8468.0,2064.0,,7685.0,2408.0,7010.0,6974.0, Oman
8011.0,7035.0,9804.0,7338.0,7724.0,1188.0,2246.0,6667.0,,8237.0,988.0,7788.0, China
160.0,6162.0,7709.0,7006.0,138.0,121.0,8460.0,6585.0,6453.0,331.0,,9774.0, Egypt
8431.0,9482.0,1119.0,1875.0,8592.0,5617.0,2668.0,9190.0,5471.0,5635.0,7703.0,, Guam
3420.0,9744.0,5296.0,5933.0,4697.0,7513.0,9385.0,4226.0,7648.0,9122.0,444.0,, Tonga
8408.0,,4817.0,606.0,8731.0,18.0,,2870.0,1477.0,,1661.0,7483.0, Zimbabwe
9481.0,9903.0,,6673.0,,2124.0,5061.0,5462.0,3374.0,7777.0,4230.0,749.0, Palau
2479.0,7571.0,129.0,4223.0,6701.0,5141.0,2945.0,8670.0,160.0,2986.0,3279.0,5971.0," Congo, Democratic Republic of the"
1360.0,1497.0,4913.0,6621.0,1588.0,5031.0,2747.0,8308.0,4954.0,951.0,9513.0,, Ethiopia
1891.0,5825.0,7165.0,,8421.0,,4034.0,8382.0,6632.0,4108.0,5573.0,3750.0, Mexico
2929.0,5086.0,337.0,2575.0,3190.0,3146.0,6998.0,522.0,2943.0,7531.0,,9582.0, Australia
543.0,,7227.0,2095.0,6337.0,8447.0,6895.0,1887.0,9074.0,,8790.0,4582.0, Svalbard and Jan Mayen
7178.0,3555.0,6838.0,4157.0,5105.0,9182.0,4763.0,4162.0,4135.0,1711.0,8486.0,8184.0, Uruguay
2340.0,3371.0,902.0,5562.0,6781.0,5026.0,2611.0,1192.0,3540.0,7123.0,1430.0,3649.0, Kenya
2933.0,6260.0,9647.0,,1132.0,428.0,6040.0,8439.0,7940.0,4862.0,6461.0,9756.0, Suriname
4878.0,2196.0,6997.0,7510.0,9755.0,,2304.0,5882.0,6153.0,,1860.0,, Holy See
7605.0,7014.0,9145.0,4590.0,711.0,73.0,8166.0,9273.0,1883.0,9577.0,,2695.0, Lithuania
8476.0,242.0,164.0,1883.0,3445.0,9741.0,3048.0,4970.0,2113.0,7766.0,1218.0,, Philippines
6420.0,,6992.0,7186.0,3823.0,306.0,1339.0,6243.0,4964.0,6018.0,8420.0,9096.0, Philippines
2804.0,,9178.0,721.0,9092.0,7747.0,7648.0,6718.0,8982.0,3785.0,2347.0,6839.0, Eritrea
418.0,2903.0,6821.0,1891.0,6121.0,6053.0,3122.0,,7111.0,749.0,9686.0,7886.0, Liberia
9419.0,4425.0,2988.0,3540.0,8620.0,,4899.0,1485.0,9071.0,3333.0,3131.0,9603.0, Bangladesh
7432.0,2617.0,9092.0,,7058.0,5380.0,7762.0,9293.0,1283.0,4316.0,1127.0,3566.0, Latvia
4263.0,7445.0,6603.0,6635.0,,7752.0,896.0,,1845.0,6531.0,1438.0,2380.0, Antarctica
3520.0,9018.0,4184.0,8546.0,3640.0,7757.0,2093.0,5079.0,7078.0,5415.0,5553.0,4050.0, Ethiopia
,8440.0,469.0,1977.0,724.0,8454.0,2616.0,4316.0,,3992.0,4620.0,, Burkina Faso
6258.0,6465.0,3644.0,3247.0,3490.0,7675.0,5804.0,2998.0,9167.0,6444.0,3326.0,4740.0, Egypt
2355.0,9647.0,4311.0,6905.0,,6169.0,885.0,2287.0,2182.0,545.0,6175.0,7204.0, Sudan
2892.0,965.0,7168.0,,6738.0,,1342.0,8182.0,,5482.0,3354.0,6388.0, Oman
7960.0,,6959.0,3118.0,,439.0,9534.0,7544.0,6955.0,,287.0,8327.0, Luxembourg
5247.0,,,9400.0,6401.0,9260.0,8072.0,4751.0,5584.0,8621.0,,, Oman
126.0,6295.0,5618.0,8324.0,6431.0,9288.0,263.0,148.0,4655.0,3784.0,268.0,8565.0, Sint Maarten (Dutch part)
8810.0,,996.0,,3536.0,1072.0,5906.0,,2161.0,,4158.0,768.0, United Kingdom of Great Britain and Northern Ireland
4228.0,720.0,2484.0,9937.0,2335.0,5158.0,5988.0,2070.0,7925.0,6508.0,197.0,3734.0, Denmark
5190.0,5068.0,8778.0,339.0,1069.0,9977.0,7325.0,,1913.0,2292.0,1873.0,," Palestine, State of"
,7301.0,5257.0,8158.0,4777.0,7290.0,761.0,,7560.0,2799.0,484.0,4566.0, Burkina Faso
7110.0,5482.0,5672.0,9225.0,2664.0,,7912.0,1388.0,,856.0,9157.0,, Peru
8445.0,7719.0,,570.0,9530.0,3177.0,9001.0,8447.0,,8590.0,5978.0,1915.0, Hungary
2206.0,8574.0,2624.0,3080.0,8164.0,,6659.0,3796.0,5678.0,4438.0,9777.0,, Côte d'Ivoire
2107.0,,7815.0,2454.0,20.0,3362.0,9809.0,,,3762.0,2795.0,9906.0, Sudan
1977.0,2482.0,8959.0,8352.0,6492.0,,6753.0,5489.0,9493.0,8694.0,8777.0,6854.0, Congo
7052.0,7262.0,,8887.0,7579.0,5578.0,4858.0,,7828.0,4347.0,2056.0,4609.0, Uganda
2418.0,8459.0,4777.0,6505.0,6274.0,8807.0,2269.0,441.0,2999.0,8130.0,7897.0,3128.0, Oman
157.0,8587.0,4667.0,4520.0,5924.0,307.0,7902.0,270.0,461.0,8220.0,7738.0,824.0, Cambodia
9240.0,575.0,941.0,4389.0,2875.0,4259.0,3380.0,3812.0,7140.0,6213.0,6894.0,9712.0, Ecuador
8421.0,7.0,8264.0,7852.0,4868.0,8660.0,4756.0,3017.0,7232.0,7489.0,8656.0,8030.0, Turks and Caicos Islands
6342.0,2886.0,7981.0,6946.0,3342.0,8586.0,7379.0,6419.0,9086.0,5796.0,3171.0,, Niger
6978.0,4340.0,461.0,1078.0,452.0,4421.0,9917.0,4413.0,6263.0,4186.0,4469.0,4642.0, Serbia
7217.0,3910.0,9878.0,8606.0,9630.0,3493.0,9982.0,3573.0,9261.0,284.0,6405.0,9281.0, Fiji
8436.0,1956.0,3667.0,,6786.0,2982.0,3330.0,4228.0,3977.0,543.0,,5763.0, Gibraltar
5461.0,4835.0,843.0,3767.0,833.0,2051.0,7647.0,3586.0,5386.0,2754.0,4333.0,501.0, Somalia
7755.0,2422.0,6972.0,,9487.0,386.0,4441.0,9951.0,9336.0,9592.0,2814.0,4137.0, Saint Martin (French part)
113.0,764.0,3034.0,9996.0,763.0,5065.0,,9776.0,359.0,7028.0,9412.0,9775.0, Belarus
88.0,9038.0,2565.0,4328.0,526.0,4686.0,7040.0,4603.0,6627.0,7672.0,,1352.0, Bermuda
3190.0,9548.0,9351.0,9492.0,8937.0,6531.0,400.0,2529.0,5500.0,3937.0,102.0,6720.0, Slovenia
9283.0,,3289.0,,5454.0,2911.0,6385.0,9219.0,9733.0,8053.0,7860.0,896.0," Moldova, Republic of"
2555.0,3220.0,8487.0,9017.0,7927.0,5781.0,2796.0,7541.0,17.0,3060.0,567.0,3933.0, France
3607.0,2272.0,2848.0,3127.0,179.0,7494.0,4648.0,4373.0,251.0,7804.0,9700.0,1189.0, Barbados
9183.0,,,1084.0,,2444.0,8222.0,8414.0,4211.0,4423.0,8687.0,7637.0, Bermuda
4100.0,,7673.0,6282.0,,,2670.0,7455.0,2535.0,149.0,3011.0,8058.0, Trinidad and Tobago
,64.0,,2722.0,5081.0,4149.0,6088.0,1218.0,8262.0,9027.0,6107.0,6698.0, Syrian Arab Republic
9389.0,4373.0,,2034.0,859.0,9620.0,,6811.0,2276.0,6438.0,9047.0,9305.0, Wallis and Futuna
