JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER,ORIGIN_OR_DESTINATION
2420.0,2821.0,6511.0,5671.0,5941.0,79.0,6505.0,4970.0,6303.0,6611.0,4969.0,2906.0, Dominican Republic
934.0,8316.0,7358.0,9352.0,7737.0,3664.0,,513.0,2422.0,1705.0,1349.0,5830.0, North Macedonia
6174.0,8689.0,4078.0,,1250.0,8791.0,8959.0,9838.0,5438.0,1978.0,,2054.0, Micronesia (Federated States of)
7638.0,1035.0,7019.0,182.0,8361.0,,5661.0,7829.0,,4017.0,3544.0,8259.0, Turkey
9861.0,830.0,,6777.0,3285.0,4858.0,,,7410.0,6327.0,,2178.0, Eritrea
7241.0,8003.0,7808.0,2303.0,412.0,,5347.0,5898.0,1787.0,8044.0,8741.0,7150.0, French Southern Territories
1099.0,2257.0,,4168.0,1530.0,4237.0,8249.0,7652.0,8241.0,374.0,7285.0,, Somalia
3481.0,7649.0,3230.0,3625.0,580.0,311.0,8894.0,1510.0,9507.0,6718.0,7578.0,6885.0, Bolivia (Plurinational State of)
5071.0,4861.0,3364.0,247.0,2537.0,9526.0,1774.0,8116.0,7747.0,3056.0,2759.0,8735.0, Suriname
4480.0,323.0,8847.0,8030.0,4261.0,1265.0,,4097.0,8714.0,5618.0,4805.0,2742.0, Faroe Islands
3439.0,4737.0,4430.0,9161.0,8236.0,,,4524.0,9742.0,2348.0,2267.0,9123.0, Guatemala
9477.0,6027.0,24.0,5889.0,7784.0,7005.0,,,5735.0,6031.0,6485.0,4513.0, Saudi Arabia
9130.0,3646.0,4467.0,6405.0,4615.0,2004.0,5983.0,8394.0,1125.0,1194.0,5178.0,1979.0, Saint Barthélemy
6664.0,7555.0,1818.0,4644.0,1853.0,2246.0,,1426.0,7696.0,4421.0,5124.0,4454.0, Mozambique
3486.0,5013.0,6855.0,2652.0,7377.0,7498.0,2259.0,,7241.0,8373.0,8206.0,1717.0, Korea (Democratic People's Republic of)
8439.0,1866.0,5950.0,9358.0,575.0,5021.0,1029.0,7662.0,4731.0,8276.0,5542.0,1393.0," Saint Helena, Ascension and Tristan da Cunha"
3841.0,3370.0,,3991.0,6933.0,6762.0,3892.0,1234.0,6393.0,5105.0,6881.0,7975.0, Palau
1161.0,,3267.0,7739.0,5823.0,6839.0,181.0,5488.0,6922.0,9975.0,3719.0,3244.0, Papua New Guinea
7011.0,8619.0,4862.0,778.0,9503.0,7833.0,5960.0,7401.0,4647.0,2133.0,2199.0,, Virgin Islands (British)
9293.0,3472.0,,7987.0,3570.0,5390.0,5169.0,7622.0,188.0,2253.0,2947.0,778.0, Angola
4984.0,6660.0,797.0,5742.0,2346.0,8590.0,312.0,988.0,3971.0,9003.0,8565.0,5176.0, Sudan
4094.0,3796.0,2855.0,3968.0,6011.0,4332.0,,2914.0,,5420.0,2821.0,3745.0, Antarctica
731.0,2632.0,113.0,7182.0,633.0,935.0,6145.0,5136.0,5941.0,423.0,5722.0,550.0, Greece
3215.0,8558.0,2420.0,9716.0,6993.0,8107.0,715.0,8682.0,4197.0,2548.0,768.0,692.0, Anguilla
2629.0,39.0,,5737.0,6613.0,4242.0,4572.0,,2534.0,2853.0,9409.0,, Hungary
2854.0,1830.0,3925.0,1325.0,6566.0,3033.0,1261.0,7298.0,7927.0,6108.0,,6400.0, Egypt
5266.0,1949.0,607.0,1680.0,7450.0,1182.0,1056.0,7706.0,,6460.0,8660.0,1140.0, Saudi Arabia
6896.0,2616.0,8270.0,9999.0,6597.0,3987.0,93.0,9781.0,8594.0,3840.0,3116.0,2037.0, Jamaica
2021.0,4764.0,1436.0,7681.0,2696.0,2243.0,9909.0,3522.0,4523.0,2596.0,5318.0,1152.0, Christmas Island
7613.0,6140.0,5791.0,3733.0,7501.0,6377.0,5021.0,7058.0,6421.0,6747.0,3240.0,2952.0, North Macedonia
7353.0,5003.0,7027.0,4933.0,8947.0,8311.0,5216.0,5696.0,5846.0,,1549.0,317.0, Syrian Arab Republic
3932.0,2929.0,2364.0,5531.0,1478.0,8011.0,7912.0,4101.0,6712.0,1281.0,,3715.0, Uzbekistan
8483.0,5169.0,7535.0,364.0,3344.0,,4577.0,5119.0,1828.0,2317.0,3461.0,3777.0, Poland
7537.0,4050.0,986.0,,813.0,6827.0,3446.0,8903.0,3162.0,4861.0,7981.0,9645.0, Greenland
6957.0,4914.0,1210.0,3856.0,,1819.0,7222.0,5465.0,,353.0,,2165.0, British Indian Ocean Territory
809.0,2553.0,4045.0,750.0,2664.0,6982.0,6386.0,1521.0,4542.0,4064.0,2078.0,7843.0, Palau
1788.0,9997.0,2510.0,1056.0,7708.0,1351.0,6309.0,3069.0,1746.0,9418.0,5137.0,5290.0, Colombia
6345.0,542.0,,9580.0,7777.0,1560.0,3574.0,1700.0,186.0,,9387.0,6532.0, Montenegro
,9604.0,5153.0,89.0,8156.0,,,7741.0,9147.0,966.0,9913.0,8010.0, Bangladesh
6327.0,3803.0,9439.0,,8693.0,3403.0,273.0,7292.0,3782.0,593.0,6700.0,7529.0, Belize
8767.0,8918.0,5155.0,6938.0,1629.0,1699.0,5514.0,2340.0,3960.0,648.0,1351.0,5668.0, Bhutan
2498.0,463.0,1374.0,324.0,6416.0,8716.0,,1635.0,5575.0,2967.0,634.0,4929.0, Slovakia
3916.0,9566.0,1859.0,3617.0,4227.0,184.0,9142.0,3356.0,414.0,3818.0,8912.0,9355.0, Lebanon
1851.0,,6967.0,3349.0,8981.0,6996.0,4080.0,8485.0,7557.0,5721.0,3873.0,9755.0, Papua New Guinea
,4345.0,1742.0,,3615.0,2056.0,6226.0,1411.0,2518.0,8987.0,7254.0,4120.0, Slovenia
,1313.0,7466.0,1359.0,6865.0,5210.0,9619.0,3345.0,4882.0,8990.0,6373.0,1924.0, Samoa
593.0,1947.0,,1419.0,8685.0,7792.0,3903.0,8720.0,2171.0,5921.0,5800.0,2668.0, Lebanon
1832.0,1690.0,8845.0,899.0,7156.0,3777.0,1256.0,5590.0,3857.0,6985.0,1438.0,8977.0, Turks and Caicos Islands
9036.0,8833.0,9306.0,3645.0,9859.0,4470.0,2984.0,7719.0,1038.0,9589.0,3876.0,8889.0, Antigua and Barbuda
1554.0,308.0,3316.0,5961.0,8940.0,6009.0,3661.0,3393.0,2120.0,968.0,,9978.0, Réunion
3355.0,6482.0,7432.0,8974.0,6872.0,329.0,4972.0,8577.0,5172.0,5005.0,9885.0,2573.0, Croatia
9171.0,2317.0,592.0,4221.0,6758.0,6204.0,1891.0,,8753.0,8093.0,9697.0,2119.0, Antarctica
1187.0,993.0,8544.0,2820.0,6011.0,497.0,8220.0,6003.0,941.0,6565.0,8785.0,3866.0, Botswana
5985.0,4539.0,,7840.0,3488.0,1493.0,9356.0,3918.0,3040.0,4719.0,5714.0,9502.0, French Polynesia
7326.0,9078.0,9050.0,,2154.0,799.0,9355.0,3163.0,8212.0,,5973.0,176.0, China
6382.0,5154.0,5604.0,154.0,8056.0,5188.0,3774.0,1786.0,9668.0,9292.0,3135.0,, Peru
1509.0,2825.0,3073.0,7772.0,,573.0,,5408.0,628.0,3191.0,1021.0,2681.0, New Caledonia
4219.0,9301.0,894.0,9161.0,,6794.0,,5935.0,7363.0,8651.0,9478.0,3401.0, Sao Tome and Principe
1927.0,2046.0,4882.0,6257.0,2994.0,,,,5072.0,4550.0,7922.0,8282.0, Brunei Darussalam
1957.0,,8984.0,4092.0,6846.0,6571.0,8475.0,365.0,6856.0,,,7663.0, Israel
,,5483.0,6990.0,7883.0,9065.0,9820.0,9045.0,4805.0,3721.0,,6350.0, Turks and Caicos Islands
9455.0,6399.0,5209.0,,8401.0,6087.0,6203.0,,3894.0,4310.0,7749.0,4374.0, Oman
7300.0,8379.0,,,,,6422.0,1904.0,5615.0,6711.0,1547.0,6403.0, Guadeloupe
,4230.0,9730.0,6962.0,2472.0,1275.0,2628.0,3042.0,3138.0,893.0,2601.0,6209.0, Benin
8328.0,6909.0,4843.0,4389.0,4971.0,8803.0,1676.0,4804.0,5111.0,6281.0,4095.0,4522.0, Hungary
9756.0,3365.0,9451.0,6845.0,8648.0,3439.0,1332.0,8357.0,6219.0,7729.0,7246.0,4280.0, Angola
4821.0,5830.0,8689.0,9768.0,8977.0,3349.0,800.0,,4838.0,4085.0,4481.0,2164.0, Germany
2586.0,7318.0,3438.0,4962.0,6110.0,2191.0,7371.0,6424.0,778.0,219.0,7643.0,3259.0, Tajikistan
8507.0,9448.0,5586.0,6834.0,7924.0,4103.0,8515.0,,5785.0,2660.0,6863.0,6667.0, South Sudan
9920.0,6835.0,,3995.0,5926.0,,9294.0,3845.0,6485.0,1189.0,9117.0,3747.0, Antigua and Barbuda
656.0,648.0,,6390.0,1459.0,8489.0,1563.0,7354.0,6234.0,8086.0,3284.0,6371.0, Egypt
5720.0,9548.0,7465.0,5363.0,3134.0,,1360.0,8514.0,8416.0,7355.0,,92.0, Ghana
2458.0,5087.0,3450.0,2474.0,9594.0,,8649.0,6061.0,6274.0,5730.0,1133.0,557.0, Cambodia
6574.0,4617.0,1663.0,678.0,9897.0,889.0,2033.0,3329.0,4061.0,2276.0,,9460.0, Grenada
3847.0,4894.0,5174.0,,6948.0,7846.0,2501.0,2855.0,4351.0,2717.0,7045.0,1364.0, Anguilla
8671.0,8946.0,,8567.0,6366.0,9062.0,1656.0,4772.0,2981.0,2366.0,4618.0,513.0, South Georgia and the South Sandwich Islands
6722.0,9771.0,887.0,3473.0,5685.0,1723.0,5237.0,3149.0,2037.0,5558.0,,217.0, Malawi
5954.0,4150.0,6917.0,4672.0,4857.0,888.0,5722.0,7304.0,8498.0,5907.0,,1452.0, Malawi
4804.0,,9687.0,8077.0,4707.0,3457.0,158.0,,2766.0,6570.0,6606.0,4740.0, Timor-Leste
,7523.0,6428.0,4183.0,9400.0,4080.0,7722.0,4128.0,3842.0,9792.0,6178.0,9271.0, Micronesia (Federated States of)
8479.0,9757.0,9838.0,7070.0,3679.0,,6222.0,3370.0,4487.0,8062.0,1826.0,6316.0, Algeria
7507.0,684.0,7004.0,2661.0,6030.0,1073.0,,3350.0,,2553.0,5274.0,4138.0, Israel
536.0,225.0,3110.0,7635.0,,,5906.0,9121.0,2457.0,1055.0,6663.0,6533.0, Luxembourg
,3884.0,9024.0,,7050.0,2696.0,8439.0,3314.0,1927.0,,317.0,, Norway
5814.0,2811.0,8532.0,7815.0,8690.0,2928.0,9641.0,7476.0,7913.0,6306.0,8703.0,9458.0, Morocco
5400.0,2581.0,4970.0,6359.0,9761.0,3700.0,6957.0,8748.0,9994.0,9742.0,3431.0,5465.0, Vanuatu
9762.0,4759.0,,9633.0,6564.0,5601.0,3212.0,964.0,510.0,6452.0,5840.0,4263.0, Cyprus
8825.0,9159.0,4164.0,9090.0,1943.0,9613.0,1547.0,8687.0,5401.0,3376.0,9362.0,2240.0, Lebanon
8388.0,7215.0,2870.0,5932.0,3955.0,4958.0,1780.0,495.0,,4362.0,6948.0,2130.0, Equatorial Guinea
8059.0,8881.0,2991.0,,2228.0,3067.0,1730.0,992.0,4472.0,8602.0,6080.0,1859.0, Lithuania
2748.0,,7514.0,1865.0,,1170.0,2889.0,9085.0,,9000.0,1935.0,8511.0, Lesotho
1133.0,8933.0,5442.0,5850.0,7221.0,7107.0,7112.0,3670.0,5710.0,9710.0,9627.0,8878.0, Zambia
,6434.0,6336.0,5283.0,1614.0,2095.0,830.0,466.0,4042.0,242.0,4850.0,5985.0, Bangladesh
4923.0,6545.0,6067.0,2533.0,7506.0,9414.0,6638.0,6425.0,60.0,8767.0,456.0,6497.0, Belize
8001.0,8787.0,516.0,1941.0,2955.0,7302.0,8766.0,2763.0,1006.0,1462.0,9652.0,5789.0, Equatorial Guinea
